실험회수,드론의 높이(m), 풍속(m?s), 드론발전기최대전력(w),드른중량(Kg),밧데리방전율,   농약살포 효율성(면적)(ha) 
1 ,12.00 ,1.00 ,130152.00 ,15.00 ,1.20 ,"28,112,832 "
1 ,16.00 ,1.00 ,143313.00 ,15.00 ,1.20 ,"41,274,144 "
1 ,19.00 ,1.00 ,116613.00 ,15.00 ,1.20 ,"39,881,646 "
1 ,18.00 ,1.00 ,143112.00 ,15.00 ,1.20 ,"46,368,288 "
1 ,19.00 ,1.00 ,129283.00 ,15.00 ,1.20 ,"44,214,786 "
1 ,10.00 ,1.00 ,123795.00 ,15.00 ,1.20 ,"22,283,100 "
1 ,20.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"47,234,880 "
1 ,12.00 ,1.00 ,132176.00 ,15.00 ,1.20 ,"28,550,016 "
1 ,15.00 ,1.00 ,120435.00 ,15.00 ,1.20 ,"32,517,450 "
1 ,16.00 ,1.00 ,134964.00 ,15.00 ,1.20 ,"38,869,632 "
1 ,17.00 ,1.00 ,129234.00 ,15.00 ,1.20 ,"39,545,604 "
1 ,14.00 ,1.00 ,130020.00 ,15.00 ,1.20 ,"32,765,040 "
1 ,13.00 ,1.00 ,120934.00 ,15.00 ,1.20 ,"28,298,556 "
1 ,14.00 ,1.00 ,136850.00 ,15.00 ,1.20 ,"34,486,200 "
1 ,18.00 ,1.00 ,125810.00 ,15.00 ,1.20 ,"40,762,440 "
1 ,12.00 ,1.00 ,132250.00 ,15.00 ,1.20 ,"28,566,000 "
1 ,18.00 ,1.00 ,118700.00 ,15.00 ,1.20 ,"38,458,800 "
1 ,14.00 ,1.00 ,139464.00 ,15.00 ,1.20 ,"35,144,928 "
1 ,14.00 ,1.00 ,131112.00 ,15.00 ,1.20 ,"33,040,224 "
1 ,11.00 ,1.00 ,126940.00 ,15.00 ,1.20 ,"25,134,120 "
1 ,19.00 ,1.00 ,139449.00 ,15.00 ,1.20 ,"47,691,558 "
1 ,16.00 ,1.00 ,144456.00 ,15.00 ,1.20 ,"41,603,328 "
1 ,19.00 ,1.00 ,132572.00 ,15.00 ,1.20 ,"45,339,624 "
1 ,16.00 ,1.00 ,125862.00 ,15.00 ,1.20 ,"36,248,256 "
1 ,12.00 ,1.00 ,128800.00 ,15.00 ,1.20 ,"27,820,800 "
1 ,17.00 ,1.00 ,142392.00 ,15.00 ,1.20 ,"43,571,952 "
1 ,20.00 ,1.00 ,142830.00 ,15.00 ,1.20 ,"51,418,800 "
1 ,13.00 ,1.00 ,112280.00 ,15.00 ,1.20 ,"26,273,520 "
1 ,18.00 ,1.00 ,143952.00 ,15.00 ,1.20 ,"46,640,448 "
1 ,18.00 ,1.00 ,128457.00 ,15.00 ,1.20 ,"41,620,068 "
1 ,12.00 ,1.00 ,144762.00 ,15.00 ,1.20 ,"31,268,592 "
1 ,12.00 ,1.00 ,136574.00 ,15.00 ,1.20 ,"29,499,984 "
1 ,14.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"34,584,732 "
1 ,18.00 ,1.00 ,130008.00 ,15.00 ,1.20 ,"42,122,592 "
1 ,10.00 ,1.00 ,139679.00 ,15.00 ,1.20 ,"25,142,220 "
1 ,18.00 ,1.00 ,134952.00 ,15.00 ,1.20 ,"43,724,448 "
1 ,13.00 ,1.00 ,111560.00 ,15.00 ,1.20 ,"26,105,040 "
1 ,15.00 ,1.00 ,109180.00 ,15.00 ,1.20 ,"29,478,600 "
1 ,11.00 ,1.00 ,131964.00 ,15.00 ,1.20 ,"26,128,872 "
1 ,13.00 ,1.00 ,115521.00 ,15.00 ,1.20 ,"27,031,914 "
1 ,18.00 ,1.00 ,135861.00 ,15.00 ,1.20 ,"44,018,964 "
1 ,17.00 ,1.00 ,119746.00 ,15.00 ,1.20 ,"36,642,276 "
1 ,19.00 ,1.00 ,135014.00 ,15.00 ,1.20 ,"46,174,788 "
1 ,19.00 ,1.00 ,149760.00 ,15.00 ,1.20 ,"51,217,920 "
1 ,15.00 ,1.00 ,121880.00 ,15.00 ,1.20 ,"32,907,600 "
1 ,12.00 ,1.00 ,120626.00 ,15.00 ,1.20 ,"26,055,216 "
1 ,20.00 ,1.00 ,124362.00 ,15.00 ,1.20 ,"44,770,320 "
1 ,17.00 ,1.00 ,134987.00 ,15.00 ,1.20 ,"41,306,022 "
1 ,13.00 ,1.00 ,125686.00 ,15.00 ,1.20 ,"29,410,524 "
1 ,19.00 ,1.00 ,136160.00 ,15.00 ,1.20 ,"46,566,720 "
1 ,17.00 ,1.00 ,119820.00 ,15.00 ,1.20 ,"36,664,920 "
1 ,16.00 ,1.00 ,142278.00 ,15.00 ,1.20 ,"40,976,064 "
1 ,17.00 ,1.00 ,134112.00 ,15.00 ,1.20 ,"41,038,272 "
1 ,17.00 ,1.00 ,128110.00 ,15.00 ,1.20 ,"39,201,660 "
1 ,16.00 ,1.00 ,113400.00 ,15.00 ,1.20 ,"32,659,200 "
1 ,15.00 ,1.00 ,119394.00 ,15.00 ,1.20 ,"32,236,380 "
1 ,10.00 ,1.00 ,123396.00 ,15.00 ,1.20 ,"22,211,280 "
1 ,18.00 ,1.00 ,130318.00 ,15.00 ,1.20 ,"42,223,032 "
1 ,19.00 ,1.00 ,124100.00 ,15.00 ,1.20 ,"42,442,200 "
1 ,20.00 ,1.00 ,140921.00 ,15.00 ,1.20 ,"50,731,560 "
1 ,12.00 ,1.00 ,132710.00 ,15.00 ,1.20 ,"28,665,360 "
1 ,15.00 ,1.00 ,137184.00 ,15.00 ,1.20 ,"37,039,680 "
1 ,19.00 ,1.00 ,133653.00 ,15.00 ,1.20 ,"45,709,326 "
1 ,16.00 ,1.00 ,131494.00 ,15.00 ,1.20 ,"37,870,272 "
1 ,12.00 ,1.00 ,128248.00 ,15.00 ,1.20 ,"27,701,568 "
1 ,19.00 ,1.00 ,131928.00 ,15.00 ,1.20 ,"45,119,376 "
1 ,16.00 ,1.00 ,130065.00 ,15.00 ,1.20 ,"37,458,720 "
1 ,19.00 ,1.00 ,127029.00 ,15.00 ,1.20 ,"43,443,918 "
1 ,19.00 ,1.00 ,121905.00 ,15.00 ,1.20 ,"41,691,510 "
1 ,10.00 ,1.00 ,133630.00 ,15.00 ,1.20 ,"24,053,400 "
1 ,11.00 ,1.00 ,137793.00 ,15.00 ,1.20 ,"27,283,014 "
1 ,14.00 ,1.00 ,109900.00 ,15.00 ,1.20 ,"27,694,800 "
1 ,19.00 ,1.00 ,133210.00 ,15.00 ,1.20 ,"45,557,820 "
1 ,10.00 ,1.00 ,115752.00 ,15.00 ,1.20 ,"20,835,360 "
1 ,15.00 ,1.00 ,113840.00 ,15.00 ,1.20 ,"30,736,800 "
1 ,20.00 ,1.00 ,124212.00 ,15.00 ,1.20 ,"44,716,320 "
1 ,14.00 ,1.00 ,123926.00 ,15.00 ,1.20 ,"31,229,352 "
1 ,14.00 ,1.00 ,139426.00 ,15.00 ,1.20 ,"35,135,352 "
1 ,20.00 ,1.00 ,128340.00 ,15.00 ,1.20 ,"46,202,400 "
1 ,17.00 ,1.00 ,121550.00 ,15.00 ,1.20 ,"37,194,300 "
1 ,13.00 ,1.00 ,108160.00 ,15.00 ,1.20 ,"25,309,440 "
1 ,17.00 ,1.00 ,132043.00 ,15.00 ,1.20 ,"40,405,158 "
1 ,10.00 ,1.00 ,113484.00 ,15.00 ,1.20 ,"20,427,120 "
1 ,16.00 ,1.00 ,122804.00 ,15.00 ,1.20 ,"35,367,552 "
1 ,15.00 ,1.00 ,119350.00 ,15.00 ,1.20 ,"32,224,500 "
1 ,17.00 ,1.00 ,115240.00 ,15.00 ,1.20 ,"35,263,440 "
1 ,13.00 ,1.00 ,118920.00 ,15.00 ,1.20 ,"27,827,280 "
1 ,13.00 ,1.00 ,143566.00 ,15.00 ,1.20 ,"33,594,444 "
1 ,14.00 ,1.00 ,114681.00 ,15.00 ,1.20 ,"28,899,612 "
1 ,19.00 ,1.00 ,131523.00 ,15.00 ,1.20 ,"44,980,866 "
1 ,14.00 ,1.00 ,142848.00 ,15.00 ,1.20 ,"35,997,696 "
1 ,17.00 ,1.00 ,116214.00 ,15.00 ,1.20 ,"35,561,484 "
1 ,12.00 ,1.00 ,120099.00 ,15.00 ,1.20 ,"25,941,384 "
1 ,20.00 ,1.00 ,125640.00 ,15.00 ,1.20 ,"45,230,400 "
1 ,10.00 ,1.00 ,121002.00 ,15.00 ,1.20 ,"21,780,360 "
1 ,16.00 ,1.00 ,116907.00 ,15.00 ,1.20 ,"33,669,216 "
1 ,12.00 ,1.00 ,131184.00 ,15.00 ,1.20 ,"28,335,744 "
1 ,18.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"44,851,968 "
1 ,12.00 ,1.00 ,142440.00 ,15.00 ,1.20 ,"30,767,040 "
1 ,14.00 ,1.00 ,126040.00 ,15.00 ,1.20 ,"31,762,080 "
1 ,19.00 ,1.00 ,114860.00 ,15.00 ,1.20 ,"39,282,120 "
1 ,16.00 ,1.00 ,109740.00 ,15.00 ,1.20 ,"31,605,120 "
1 ,19.00 ,1.00 ,147264.00 ,15.00 ,1.20 ,"50,364,288 "
1 ,15.00 ,1.00 ,113300.00 ,15.00 ,1.20 ,"30,591,000 "
1 ,19.00 ,1.00 ,127827.00 ,15.00 ,1.20 ,"43,716,834 "
1 ,13.00 ,1.00 ,127248.00 ,15.00 ,1.20 ,"29,776,032 "
1 ,11.00 ,1.00 ,142117.00 ,15.00 ,1.20 ,"28,139,166 "
1 ,13.00 ,1.00 ,134736.00 ,15.00 ,1.20 ,"31,528,224 "
1 ,15.00 ,1.00 ,125598.00 ,15.00 ,1.20 ,"33,911,460 "
1 ,12.00 ,1.00 ,138667.00 ,15.00 ,1.20 ,"29,952,072 "
1 ,10.00 ,1.00 ,149544.00 ,15.00 ,1.20 ,"26,917,920 "
1 ,10.00 ,1.00 ,115900.00 ,15.00 ,1.20 ,"20,862,000 "
1 ,10.00 ,1.00 ,109780.00 ,15.00 ,1.20 ,"19,760,400 "
1 ,16.00 ,1.00 ,114282.00 ,15.00 ,1.20 ,"32,913,216 "
1 ,20.00 ,1.00 ,137126.00 ,15.00 ,1.20 ,"49,365,360 "
1 ,20.00 ,1.00 ,126336.00 ,15.00 ,1.20 ,"45,480,960 "
1 ,12.00 ,1.00 ,116466.00 ,15.00 ,1.20 ,"25,156,656 "
1 ,13.00 ,1.00 ,118797.00 ,15.00 ,1.20 ,"27,798,498 "
1 ,20.00 ,1.00 ,133561.00 ,15.00 ,1.20 ,"48,081,960 "
1 ,17.00 ,1.00 ,121154.00 ,15.00 ,1.20 ,"37,073,124 "
1 ,15.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"37,055,070 "
1 ,11.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"23,522,400 "
1 ,13.00 ,1.00 ,141000.00 ,15.00 ,1.20 ,"32,994,000 "
1 ,10.00 ,1.00 ,117900.00 ,15.00 ,1.20 ,"21,222,000 "
1 ,12.00 ,1.00 ,124146.00 ,15.00 ,1.20 ,"26,815,536 "
1 ,20.00 ,1.00 ,143911.00 ,15.00 ,1.20 ,"51,807,960 "
1 ,13.00 ,1.00 ,128294.00 ,15.00 ,1.20 ,"30,020,796 "
1 ,20.00 ,1.00 ,117180.00 ,15.00 ,1.20 ,"42,184,800 "
1 ,20.00 ,1.00 ,124940.00 ,15.00 ,1.20 ,"44,978,400 "
1 ,15.00 ,1.00 ,118398.00 ,15.00 ,1.20 ,"31,967,460 "
1 ,18.00 ,1.00 ,113421.00 ,15.00 ,1.20 ,"36,748,404 "
1 ,16.00 ,1.00 ,130830.00 ,15.00 ,1.20 ,"37,679,040 "
1 ,18.00 ,1.00 ,109120.00 ,15.00 ,1.20 ,"35,354,880 "
1 ,16.00 ,1.00 ,111480.00 ,15.00 ,1.20 ,"32,106,240 "
1 ,19.00 ,1.00 ,114723.00 ,15.00 ,1.20 ,"39,235,266 "
1 ,10.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"23,617,440 "
1 ,14.00 ,1.00 ,125640.00 ,15.00 ,1.20 ,"31,661,280 "
1 ,17.00 ,1.00 ,133538.00 ,15.00 ,1.20 ,"40,862,628 "
1 ,10.00 ,1.00 ,141657.00 ,15.00 ,1.20 ,"25,498,260 "
1 ,19.00 ,1.00 ,124212.00 ,15.00 ,1.20 ,"42,480,504 "
1 ,13.00 ,1.00 ,112680.00 ,15.00 ,1.20 ,"26,367,120 "
1 ,20.00 ,1.00 ,124040.00 ,15.00 ,1.20 ,"44,654,400 "
1 ,17.00 ,1.00 ,122600.00 ,15.00 ,1.20 ,"37,515,600 "
1 ,19.00 ,1.00 ,135216.00 ,15.00 ,1.20 ,"46,243,872 "
1 ,19.00 ,1.00 ,131808.00 ,15.00 ,1.20 ,"45,078,336 "
1 ,15.00 ,1.00 ,112620.00 ,15.00 ,1.20 ,"30,407,400 "
1 ,19.00 ,1.00 ,147144.00 ,15.00 ,1.20 ,"50,323,248 "
1 ,16.00 ,1.00 ,135850.00 ,15.00 ,1.20 ,"39,124,800 "
1 ,20.00 ,1.00 ,140160.00 ,15.00 ,1.20 ,"50,457,600 "
1 ,12.00 ,1.00 ,149424.00 ,15.00 ,1.20 ,"32,275,584 "
1 ,19.00 ,1.00 ,125304.00 ,15.00 ,1.20 ,"42,853,968 "
1 ,19.00 ,1.00 ,121191.00 ,15.00 ,1.20 ,"41,447,322 "
1 ,10.00 ,1.00 ,111760.00 ,15.00 ,1.20 ,"20,116,800 "
1 ,19.00 ,1.00 ,133896.00 ,15.00 ,1.20 ,"45,792,432 "
1 ,18.00 ,1.00 ,121902.00 ,15.00 ,1.20 ,"39,496,248 "
1 ,13.00 ,1.00 ,136367.00 ,15.00 ,1.20 ,"31,909,878 "
1 ,20.00 ,1.00 ,130632.00 ,15.00 ,1.20 ,"47,027,520 "
1 ,13.00 ,1.00 ,129053.00 ,15.00 ,1.20 ,"30,198,402 "
1 ,15.00 ,1.00 ,130848.00 ,15.00 ,1.20 ,"35,328,960 "
1 ,17.00 ,1.00 ,144336.00 ,15.00 ,1.20 ,"44,166,816 "
1 ,19.00 ,1.00 ,121500.00 ,15.00 ,1.20 ,"41,553,000 "
1 ,16.00 ,1.00 ,120477.00 ,15.00 ,1.20 ,"34,697,376 "
1 ,19.00 ,1.00 ,144192.00 ,15.00 ,1.20 ,"49,313,664 "
1 ,19.00 ,1.00 ,119800.00 ,15.00 ,1.20 ,"40,971,600 "
1 ,14.00 ,1.00 ,129536.00 ,15.00 ,1.20 ,"32,643,072 "
1 ,10.00 ,1.00 ,120519.00 ,15.00 ,1.20 ,"21,693,420 "
1 ,12.00 ,1.00 ,132572.00 ,15.00 ,1.20 ,"28,635,552 "
1 ,18.00 ,1.00 ,121682.00 ,15.00 ,1.20 ,"39,424,968 "
1 ,15.00 ,1.00 ,114620.00 ,15.00 ,1.20 ,"30,947,400 "
1 ,11.00 ,1.00 ,134251.00 ,15.00 ,1.20 ,"26,581,698 "
1 ,14.00 ,1.00 ,117200.00 ,15.00 ,1.20 ,"29,534,400 "
1 ,11.00 ,1.00 ,127535.00 ,15.00 ,1.20 ,"25,251,930 "
1 ,10.00 ,1.00 ,137522.00 ,15.00 ,1.20 ,"24,753,960 "
1 ,19.00 ,1.00 ,135033.00 ,15.00 ,1.20 ,"46,181,286 "
1 ,20.00 ,1.00 ,141450.00 ,15.00 ,1.20 ,"50,922,000 "
1 ,20.00 ,1.00 ,145920.00 ,15.00 ,1.20 ,"52,531,200 "
1 ,15.00 ,1.00 ,144049.00 ,15.00 ,1.20 ,"38,893,230 "
1 ,19.00 ,1.00 ,110420.00 ,15.00 ,1.20 ,"37,763,640 "
1 ,19.00 ,1.00 ,116520.00 ,15.00 ,1.20 ,"39,849,840 "
1 ,19.00 ,1.00 ,138690.00 ,15.00 ,1.20 ,"47,431,980 "
1 ,15.00 ,1.00 ,137302.00 ,15.00 ,1.20 ,"37,071,540 "
1 ,19.00 ,1.00 ,132027.00 ,15.00 ,1.20 ,"45,153,234 "
1 ,15.00 ,1.00 ,131481.00 ,15.00 ,1.20 ,"35,499,870 "
1 ,15.00 ,1.00 ,133239.00 ,15.00 ,1.20 ,"35,974,530 "
1 ,15.00 ,1.00 ,119217.00 ,15.00 ,1.20 ,"32,188,590 "
1 ,14.00 ,1.00 ,127806.00 ,15.00 ,1.20 ,"32,207,112 "
1 ,10.00 ,1.00 ,128172.00 ,15.00 ,1.20 ,"23,070,960 "
1 ,11.00 ,1.00 ,113540.00 ,15.00 ,1.20 ,"22,480,920 "
1 ,16.00 ,1.00 ,135286.00 ,15.00 ,1.20 ,"38,962,368 "
1 ,19.00 ,1.00 ,143589.00 ,15.00 ,1.20 ,"49,107,438 "
1 ,20.00 ,1.00 ,128662.00 ,15.00 ,1.20 ,"46,318,320 "
1 ,12.00 ,1.00 ,120516.00 ,15.00 ,1.20 ,"26,031,456 "
1 ,13.00 ,1.00 ,134552.00 ,15.00 ,1.20 ,"31,485,168 "
1 ,17.00 ,1.00 ,141672.00 ,15.00 ,1.20 ,"43,351,632 "
1 ,10.00 ,1.00 ,125649.00 ,15.00 ,1.20 ,"22,616,820 "
1 ,11.00 ,1.00 ,127466.00 ,15.00 ,1.20 ,"25,238,268 "
1 ,19.00 ,1.00 ,114639.00 ,15.00 ,1.20 ,"39,206,538 "
1 ,17.00 ,1.00 ,115815.00 ,15.00 ,1.20 ,"35,439,390 "
1 ,19.00 ,1.00 ,131901.00 ,15.00 ,1.20 ,"45,110,142 "
1 ,11.00 ,1.00 ,128268.00 ,15.00 ,1.20 ,"25,397,064 "
1 ,19.00 ,1.00 ,109440.00 ,15.00 ,1.20 ,"37,428,480 "
1 ,17.00 ,1.00 ,113652.00 ,15.00 ,1.20 ,"34,777,512 "
1 ,14.00 ,1.00 ,130992.00 ,15.00 ,1.20 ,"33,009,984 "
1 ,20.00 ,1.00 ,121233.00 ,15.00 ,1.20 ,"43,643,880 "
1 ,17.00 ,1.00 ,110120.00 ,15.00 ,1.20 ,"33,696,720 "
1 ,14.00 ,1.00 ,127071.00 ,15.00 ,1.20 ,"32,021,892 "
1 ,14.00 ,1.00 ,134251.00 ,15.00 ,1.20 ,"33,831,252 "
1 ,12.00 ,1.00 ,144936.00 ,15.00 ,1.20 ,"31,306,176 "
1 ,15.00 ,1.00 ,135784.00 ,15.00 ,1.20 ,"36,661,680 "
1 ,18.00 ,1.00 ,130515.00 ,15.00 ,1.20 ,"42,286,860 "
1 ,19.00 ,1.00 ,127788.00 ,15.00 ,1.20 ,"43,703,496 "
1 ,20.00 ,1.00 ,138534.00 ,15.00 ,1.20 ,"49,872,240 "
1 ,18.00 ,1.00 ,125223.00 ,15.00 ,1.20 ,"40,572,252 "
1 ,13.00 ,1.00 ,120729.00 ,15.00 ,1.20 ,"28,250,586 "
1 ,10.00 ,1.00 ,130663.00 ,15.00 ,1.20 ,"23,519,340 "
1 ,16.00 ,1.00 ,125480.00 ,15.00 ,1.20 ,"36,138,240 "
1 ,14.00 ,1.00 ,143083.00 ,15.00 ,1.20 ,"36,056,916 "
1 ,18.00 ,1.00 ,135332.00 ,15.00 ,1.20 ,"43,847,568 "
1 ,10.00 ,1.00 ,131514.00 ,15.00 ,1.20 ,"23,672,520 "
1 ,12.00 ,1.00 ,142508.00 ,15.00 ,1.20 ,"30,781,728 "
1 ,13.00 ,1.00 ,131688.00 ,15.00 ,1.20 ,"30,814,992 "
1 ,18.00 ,1.00 ,144216.00 ,15.00 ,1.20 ,"46,725,984 "
1 ,15.00 ,1.00 ,121638.00 ,15.00 ,1.20 ,"32,842,260 "
1 ,17.00 ,1.00 ,125350.00 ,15.00 ,1.20 ,"38,357,100 "
1 ,10.00 ,1.00 ,111880.00 ,15.00 ,1.20 ,"20,138,400 "
1 ,16.00 ,1.00 ,130525.00 ,15.00 ,1.20 ,"37,591,200 "
1 ,17.00 ,1.00 ,120372.00 ,15.00 ,1.20 ,"36,833,832 "
1 ,15.00 ,1.00 ,144141.00 ,15.00 ,1.20 ,"38,918,070 "
1 ,12.00 ,1.00 ,139196.00 ,15.00 ,1.20 ,"30,066,336 "
1 ,12.00 ,1.00 ,113841.00 ,15.00 ,1.20 ,"24,589,656 "
1 ,19.00 ,1.00 ,119064.00 ,15.00 ,1.20 ,"40,719,888 "
1 ,13.00 ,1.00 ,129690.00 ,15.00 ,1.20 ,"30,347,460 "
1 ,16.00 ,1.00 ,134021.00 ,15.00 ,1.20 ,"38,598,048 "
1 ,18.00 ,1.00 ,120428.00 ,15.00 ,1.20 ,"39,018,672 "
1 ,19.00 ,1.00 ,128087.00 ,15.00 ,1.20 ,"43,805,754 "
1 ,12.00 ,1.00 ,133814.00 ,15.00 ,1.20 ,"28,903,824 "
1 ,18.00 ,1.00 ,150912.00 ,15.00 ,1.20 ,"48,895,488 "
1 ,10.00 ,1.00 ,118680.00 ,15.00 ,1.20 ,"21,362,400 "
1 ,12.00 ,1.00 ,128238.00 ,15.00 ,1.20 ,"27,699,408 "
1 ,12.00 ,1.00 ,125373.00 ,15.00 ,1.20 ,"27,080,568 "
1 ,11.00 ,1.00 ,108320.00 ,15.00 ,1.20 ,"21,447,360 "
1 ,20.00 ,1.00 ,143136.00 ,15.00 ,1.20 ,"51,528,960 "
1 ,12.00 ,1.00 ,148488.00 ,15.00 ,1.20 ,"32,073,408 "
1 ,17.00 ,1.00 ,135010.00 ,15.00 ,1.20 ,"41,313,060 "
1 ,17.00 ,1.00 ,124656.00 ,15.00 ,1.20 ,"38,144,736 "
1 ,20.00 ,1.00 ,111980.00 ,15.00 ,1.20 ,"40,312,800 "
1 ,18.00 ,1.00 ,128772.00 ,15.00 ,1.20 ,"41,722,128 "
1 ,19.00 ,1.00 ,115140.00 ,15.00 ,1.20 ,"39,377,880 "
1 ,13.00 ,1.00 ,141432.00 ,15.00 ,1.20 ,"33,095,088 "
1 ,15.00 ,1.00 ,144984.00 ,15.00 ,1.20 ,"39,145,680 "
1 ,20.00 ,1.00 ,110540.00 ,15.00 ,1.20 ,"39,794,400 "
1 ,20.00 ,1.00 ,128478.00 ,15.00 ,1.20 ,"46,252,080 "
1 ,18.00 ,1.00 ,113060.00 ,15.00 ,1.20 ,"36,631,440 "
1 ,18.00 ,1.00 ,148584.00 ,15.00 ,1.20 ,"48,141,216 "
1 ,16.00 ,1.00 ,140376.00 ,15.00 ,1.20 ,"40,428,288 "
1 ,13.00 ,1.00 ,117705.00 ,15.00 ,1.20 ,"27,542,970 "
1 ,11.00 ,1.00 ,114324.00 ,15.00 ,1.20 ,"22,636,152 "
1 ,20.00 ,1.00 ,148848.00 ,15.00 ,1.20 ,"53,585,280 "
1 ,17.00 ,1.00 ,122997.00 ,15.00 ,1.20 ,"37,637,082 "
1 ,12.00 ,1.00 ,126147.00 ,15.00 ,1.20 ,"27,247,752 "
1 ,20.00 ,1.00 ,133386.00 ,15.00 ,1.20 ,"48,018,960 "
1 ,18.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"44,851,968 "
1 ,10.00 ,1.00 ,132000.00 ,15.00 ,1.20 ,"23,760,000 "
1 ,19.00 ,1.00 ,122500.00 ,15.00 ,1.20 ,"41,895,000 "
1 ,10.00 ,1.00 ,131494.00 ,15.00 ,1.20 ,"23,668,920 "
1 ,14.00 ,1.00 ,117220.00 ,15.00 ,1.20 ,"29,539,440 "
1 ,14.00 ,1.00 ,130680.00 ,15.00 ,1.20 ,"32,931,360 "
1 ,11.00 ,1.00 ,123921.00 ,15.00 ,1.20 ,"24,536,358 "
1 ,20.00 ,1.00 ,130914.00 ,15.00 ,1.20 ,"47,129,040 "
1 ,16.00 ,1.00 ,126730.00 ,15.00 ,1.20 ,"36,498,240 "
1 ,20.00 ,1.00 ,121418.00 ,15.00 ,1.20 ,"43,710,480 "
1 ,16.00 ,1.00 ,115521.00 ,15.00 ,1.20 ,"33,270,048 "
1 ,19.00 ,1.00 ,142048.00 ,15.00 ,1.20 ,"48,580,416 "
1 ,10.00 ,1.00 ,119260.00 ,15.00 ,1.20 ,"21,466,800 "
1 ,16.00 ,1.00 ,131544.00 ,15.00 ,1.20 ,"37,884,672 "
1 ,13.00 ,1.00 ,125686.00 ,15.00 ,1.20 ,"29,410,524 "
1 ,18.00 ,1.00 ,127974.00 ,15.00 ,1.20 ,"41,463,576 "
1 ,18.00 ,1.00 ,124656.00 ,15.00 ,1.20 ,"40,388,544 "
1 ,11.00 ,1.00 ,129624.00 ,15.00 ,1.20 ,"25,665,552 "
1 ,13.00 ,1.00 ,117600.00 ,15.00 ,1.20 ,"27,518,400 "
1 ,20.00 ,1.00 ,125601.00 ,15.00 ,1.20 ,"45,216,360 "
1 ,10.00 ,1.00 ,120246.00 ,15.00 ,1.20 ,"21,644,280 "
1 ,16.00 ,1.00 ,117780.00 ,15.00 ,1.20 ,"33,920,640 "
1 ,16.00 ,1.00 ,118776.00 ,15.00 ,1.20 ,"34,207,488 "
1 ,10.00 ,1.00 ,120561.00 ,15.00 ,1.20 ,"21,700,980 "
1 ,16.00 ,1.00 ,122619.00 ,15.00 ,1.20 ,"35,314,272 "
1 ,20.00 ,1.00 ,108320.00 ,15.00 ,1.20 ,"38,995,200 "
1 ,20.00 ,1.00 ,125685.00 ,15.00 ,1.20 ,"45,246,600 "
1 ,13.00 ,1.00 ,129990.00 ,15.00 ,1.20 ,"30,417,660 "
1 ,15.00 ,1.00 ,140806.00 ,15.00 ,1.20 ,"38,017,620 "
1 ,18.00 ,1.00 ,130939.00 ,15.00 ,1.20 ,"42,424,236 "
1 ,16.00 ,1.00 ,142255.00 ,15.00 ,1.20 ,"40,969,440 "
1 ,15.00 ,1.00 ,133768.00 ,15.00 ,1.20 ,"36,117,360 "
1 ,10.00 ,1.00 ,132374.00 ,15.00 ,1.20 ,"23,827,320 "
1 ,11.00 ,1.00 ,113904.00 ,15.00 ,1.20 ,"22,552,992 "
1 ,15.00 ,1.00 ,138314.00 ,15.00 ,1.20 ,"37,344,780 "
1 ,10.00 ,1.00 ,115560.00 ,15.00 ,1.20 ,"20,800,800 "
1 ,16.00 ,1.00 ,114640.00 ,15.00 ,1.20 ,"33,016,320 "
1 ,16.00 ,1.00 ,136296.00 ,15.00 ,1.20 ,"39,253,248 "
1 ,20.00 ,1.00 ,136818.00 ,15.00 ,1.20 ,"49,254,480 "
1 ,10.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"21,384,000 "
1 ,10.00 ,1.00 ,116160.00 ,15.00 ,1.20 ,"20,908,800 "
1 ,14.00 ,1.00 ,122440.00 ,15.00 ,1.20 ,"30,854,880 "
1 ,20.00 ,1.00 ,141013.00 ,15.00 ,1.20 ,"50,764,680 "
1 ,17.00 ,1.00 ,126720.00 ,15.00 ,1.20 ,"38,776,320 "
1 ,12.00 ,1.00 ,131565.00 ,15.00 ,1.20 ,"28,418,040 "
1 ,19.00 ,1.00 ,147216.00 ,15.00 ,1.20 ,"50,347,872 "
1 ,11.00 ,1.00 ,126840.00 ,15.00 ,1.20 ,"25,114,320 "
1 ,11.00 ,1.00 ,137592.00 ,15.00 ,1.20 ,"27,243,216 "
1 ,10.00 ,1.00 ,120267.00 ,15.00 ,1.20 ,"21,648,060 "
1 ,19.00 ,1.00 ,122200.00 ,15.00 ,1.20 ,"41,792,400 "
1 ,16.00 ,1.00 ,120660.00 ,15.00 ,1.20 ,"34,750,080 "
1 ,13.00 ,1.00 ,128920.00 ,15.00 ,1.20 ,"30,167,280 "
1 ,17.00 ,1.00 ,129168.00 ,15.00 ,1.20 ,"39,525,408 "
1 ,15.00 ,1.00 ,128604.00 ,15.00 ,1.20 ,"34,723,080 "
1 ,17.00 ,1.00 ,124530.00 ,15.00 ,1.20 ,"38,106,180 "
