실험회수,드론의 높이(m), 풍속(m?s), 드론발전기최대전력(w),드른중량(Kg),밧데리방전율,   농약살포 효율성(면적)(ha) 
1 ,10.00 ,1.00 ,130152.00 ,15.00 ,1.20 ,"23,427,360 "
1 ,10.00 ,1.00 ,143313.00 ,15.00 ,1.20 ,"25,796,340 "
1 ,10.00 ,1.00 ,116613.00 ,15.00 ,1.20 ,"20,990,340 "
1 ,15.00 ,1.00 ,143112.00 ,15.00 ,1.20 ,"38,640,240 "
1 ,14.00 ,1.00 ,129283.00 ,15.00 ,1.20 ,"32,579,316 "
1 ,18.00 ,1.00 ,123795.00 ,15.00 ,1.20 ,"40,109,580 "
1 ,16.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"37,787,904 "
1 ,16.00 ,1.00 ,132176.00 ,15.00 ,1.20 ,"38,066,688 "
1 ,13.00 ,1.00 ,120435.00 ,15.00 ,1.20 ,"28,181,790 "
1 ,15.00 ,1.00 ,134964.00 ,15.00 ,1.20 ,"36,440,280 "
1 ,17.00 ,1.00 ,129234.00 ,15.00 ,1.20 ,"39,545,604 "
1 ,15.00 ,1.00 ,130020.00 ,15.00 ,1.20 ,"35,105,400 "
1 ,14.00 ,1.00 ,120934.00 ,15.00 ,1.20 ,"30,475,368 "
1 ,16.00 ,1.00 ,136850.00 ,15.00 ,1.20 ,"39,412,800 "
1 ,13.00 ,1.00 ,125810.00 ,15.00 ,1.20 ,"29,439,540 "
1 ,17.00 ,1.00 ,132250.00 ,15.00 ,1.20 ,"40,468,500 "
1 ,13.00 ,1.00 ,118700.00 ,15.00 ,1.20 ,"27,775,800 "
1 ,11.00 ,1.00 ,139464.00 ,15.00 ,1.20 ,"27,613,872 "
1 ,14.00 ,1.00 ,131112.00 ,15.00 ,1.20 ,"33,040,224 "
1 ,15.00 ,1.00 ,126940.00 ,15.00 ,1.20 ,"34,273,800 "
1 ,13.00 ,1.00 ,139449.00 ,15.00 ,1.20 ,"32,631,066 "
1 ,10.00 ,1.00 ,144456.00 ,15.00 ,1.20 ,"26,002,080 "
1 ,15.00 ,1.00 ,132572.00 ,15.00 ,1.20 ,"35,794,440 "
1 ,17.00 ,1.00 ,125862.00 ,15.00 ,1.20 ,"38,513,772 "
1 ,16.00 ,1.00 ,128800.00 ,15.00 ,1.20 ,"37,094,400 "
1 ,16.00 ,1.00 ,142392.00 ,15.00 ,1.20 ,"41,008,896 "
1 ,11.00 ,1.00 ,142830.00 ,15.00 ,1.20 ,"28,280,340 "
1 ,17.00 ,1.00 ,112280.00 ,15.00 ,1.20 ,"34,357,680 "
1 ,14.00 ,1.00 ,143952.00 ,15.00 ,1.20 ,"36,275,904 "
1 ,14.00 ,1.00 ,128457.00 ,15.00 ,1.20 ,"32,371,164 "
1 ,12.00 ,1.00 ,144762.00 ,15.00 ,1.20 ,"31,268,592 "
1 ,11.00 ,1.00 ,136574.00 ,15.00 ,1.20 ,"27,041,652 "
1 ,12.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"29,644,056 "
1 ,20.00 ,1.00 ,130008.00 ,15.00 ,1.20 ,"46,802,880 "
1 ,15.00 ,1.00 ,139679.00 ,15.00 ,1.20 ,"37,713,330 "
1 ,12.00 ,1.00 ,134952.00 ,15.00 ,1.20 ,"29,149,632 "
1 ,17.00 ,1.00 ,111560.00 ,15.00 ,1.20 ,"34,137,360 "
1 ,16.00 ,1.00 ,109180.00 ,15.00 ,1.20 ,"31,443,840 "
1 ,18.00 ,1.00 ,131964.00 ,15.00 ,1.20 ,"42,756,336 "
1 ,16.00 ,1.00 ,115521.00 ,15.00 ,1.20 ,"33,270,048 "
1 ,14.00 ,1.00 ,135861.00 ,15.00 ,1.20 ,"34,236,972 "
1 ,13.00 ,1.00 ,119746.00 ,15.00 ,1.20 ,"28,020,564 "
1 ,17.00 ,1.00 ,135014.00 ,15.00 ,1.20 ,"41,314,284 "
1 ,11.00 ,1.00 ,149760.00 ,15.00 ,1.20 ,"29,652,480 "
1 ,19.00 ,1.00 ,121880.00 ,15.00 ,1.20 ,"41,682,960 "
1 ,19.00 ,1.00 ,120626.00 ,15.00 ,1.20 ,"41,254,092 "
1 ,10.00 ,1.00 ,124362.00 ,15.00 ,1.20 ,"22,385,160 "
1 ,19.00 ,1.00 ,134987.00 ,15.00 ,1.20 ,"46,165,554 "
1 ,17.00 ,1.00 ,125686.00 ,15.00 ,1.20 ,"38,459,916 "
1 ,11.00 ,1.00 ,136160.00 ,15.00 ,1.20 ,"26,959,680 "
1 ,13.00 ,1.00 ,119820.00 ,15.00 ,1.20 ,"28,037,880 "
1 ,12.00 ,1.00 ,142278.00 ,15.00 ,1.20 ,"30,732,048 "
1 ,20.00 ,1.00 ,134112.00 ,15.00 ,1.20 ,"48,280,320 "
1 ,18.00 ,1.00 ,128110.00 ,15.00 ,1.20 ,"41,507,640 "
1 ,12.00 ,1.00 ,113400.00 ,15.00 ,1.20 ,"24,494,400 "
1 ,12.00 ,1.00 ,119394.00 ,15.00 ,1.20 ,"25,789,104 "
1 ,14.00 ,1.00 ,123396.00 ,15.00 ,1.20 ,"31,095,792 "
1 ,19.00 ,1.00 ,130318.00 ,15.00 ,1.20 ,"44,568,756 "
1 ,17.00 ,1.00 ,124100.00 ,15.00 ,1.20 ,"37,974,600 "
1 ,18.00 ,1.00 ,140921.00 ,15.00 ,1.20 ,"45,658,404 "
1 ,13.00 ,1.00 ,132710.00 ,15.00 ,1.20 ,"31,054,140 "
1 ,19.00 ,1.00 ,137184.00 ,15.00 ,1.20 ,"46,916,928 "
1 ,18.00 ,1.00 ,133653.00 ,15.00 ,1.20 ,"43,303,572 "
1 ,20.00 ,1.00 ,131494.00 ,15.00 ,1.20 ,"47,337,840 "
1 ,15.00 ,1.00 ,128248.00 ,15.00 ,1.20 ,"34,626,960 "
1 ,19.00 ,1.00 ,131928.00 ,15.00 ,1.20 ,"45,119,376 "
1 ,18.00 ,1.00 ,130065.00 ,15.00 ,1.20 ,"42,141,060 "
1 ,16.00 ,1.00 ,127029.00 ,15.00 ,1.20 ,"36,584,352 "
1 ,16.00 ,1.00 ,121905.00 ,15.00 ,1.20 ,"35,108,640 "
1 ,18.00 ,1.00 ,133630.00 ,15.00 ,1.20 ,"43,296,120 "
1 ,11.00 ,1.00 ,137793.00 ,15.00 ,1.20 ,"27,283,014 "
1 ,17.00 ,1.00 ,109900.00 ,15.00 ,1.20 ,"33,629,400 "
1 ,14.00 ,1.00 ,133210.00 ,15.00 ,1.20 ,"33,568,920 "
1 ,17.00 ,1.00 ,115752.00 ,15.00 ,1.20 ,"35,420,112 "
1 ,13.00 ,1.00 ,113840.00 ,15.00 ,1.20 ,"26,638,560 "
1 ,14.00 ,1.00 ,124212.00 ,15.00 ,1.20 ,"31,301,424 "
1 ,10.00 ,1.00 ,123926.00 ,15.00 ,1.20 ,"22,306,680 "
1 ,20.00 ,1.00 ,139426.00 ,15.00 ,1.20 ,"50,193,360 "
1 ,15.00 ,1.00 ,128340.00 ,15.00 ,1.20 ,"34,651,800 "
1 ,13.00 ,1.00 ,121550.00 ,15.00 ,1.20 ,"28,442,700 "
1 ,11.00 ,1.00 ,108160.00 ,15.00 ,1.20 ,"21,415,680 "
1 ,11.00 ,1.00 ,132043.00 ,15.00 ,1.20 ,"26,144,514 "
1 ,12.00 ,1.00 ,113484.00 ,15.00 ,1.20 ,"24,512,544 "
1 ,10.00 ,1.00 ,122804.00 ,15.00 ,1.20 ,"22,104,720 "
1 ,12.00 ,1.00 ,119350.00 ,15.00 ,1.20 ,"25,779,600 "
1 ,18.00 ,1.00 ,115240.00 ,15.00 ,1.20 ,"37,337,760 "
1 ,19.00 ,1.00 ,118920.00 ,15.00 ,1.20 ,"40,670,640 "
1 ,20.00 ,1.00 ,143566.00 ,15.00 ,1.20 ,"51,683,760 "
1 ,17.00 ,1.00 ,114681.00 ,15.00 ,1.20 ,"35,092,386 "
1 ,10.00 ,1.00 ,131523.00 ,15.00 ,1.20 ,"23,674,140 "
1 ,20.00 ,1.00 ,142848.00 ,15.00 ,1.20 ,"51,425,280 "
1 ,16.00 ,1.00 ,116214.00 ,15.00 ,1.20 ,"33,469,632 "
1 ,12.00 ,1.00 ,120099.00 ,15.00 ,1.20 ,"25,941,384 "
1 ,19.00 ,1.00 ,125640.00 ,15.00 ,1.20 ,"42,968,880 "
1 ,17.00 ,1.00 ,121002.00 ,15.00 ,1.20 ,"37,026,612 "
1 ,13.00 ,1.00 ,116907.00 ,15.00 ,1.20 ,"27,356,238 "
1 ,15.00 ,1.00 ,131184.00 ,15.00 ,1.20 ,"35,419,680 "
1 ,13.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"32,393,088 "
1 ,14.00 ,1.00 ,142440.00 ,15.00 ,1.20 ,"35,894,880 "
1 ,17.00 ,1.00 ,126040.00 ,15.00 ,1.20 ,"38,568,240 "
1 ,13.00 ,1.00 ,114860.00 ,15.00 ,1.20 ,"26,877,240 "
1 ,13.00 ,1.00 ,109740.00 ,15.00 ,1.20 ,"25,679,160 "
1 ,15.00 ,1.00 ,147264.00 ,15.00 ,1.20 ,"39,761,280 "
1 ,12.00 ,1.00 ,113300.00 ,15.00 ,1.20 ,"24,472,800 "
1 ,10.00 ,1.00 ,127827.00 ,15.00 ,1.20 ,"23,008,860 "
1 ,20.00 ,1.00 ,127248.00 ,15.00 ,1.20 ,"45,809,280 "
1 ,15.00 ,1.00 ,142117.00 ,15.00 ,1.20 ,"38,371,590 "
1 ,11.00 ,1.00 ,134736.00 ,15.00 ,1.20 ,"26,677,728 "
1 ,13.00 ,1.00 ,125598.00 ,15.00 ,1.20 ,"29,389,932 "
1 ,13.00 ,1.00 ,138667.00 ,15.00 ,1.20 ,"32,448,078 "
1 ,18.00 ,1.00 ,149544.00 ,15.00 ,1.20 ,"48,452,256 "
1 ,17.00 ,1.00 ,115900.00 ,15.00 ,1.20 ,"35,465,400 "
1 ,19.00 ,1.00 ,109780.00 ,15.00 ,1.20 ,"37,544,760 "
1 ,14.00 ,1.00 ,114282.00 ,15.00 ,1.20 ,"28,799,064 "
1 ,19.00 ,1.00 ,137126.00 ,15.00 ,1.20 ,"46,897,092 "
1 ,14.00 ,1.00 ,126336.00 ,15.00 ,1.20 ,"31,836,672 "
1 ,17.00 ,1.00 ,116466.00 ,15.00 ,1.20 ,"35,638,596 "
1 ,19.00 ,1.00 ,118797.00 ,15.00 ,1.20 ,"40,628,574 "
1 ,14.00 ,1.00 ,133561.00 ,15.00 ,1.20 ,"33,657,372 "
1 ,13.00 ,1.00 ,121154.00 ,15.00 ,1.20 ,"28,350,036 "
1 ,11.00 ,1.00 ,137241.00 ,15.00 ,1.20 ,"27,173,718 "
1 ,10.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"21,384,000 "
1 ,18.00 ,1.00 ,141000.00 ,15.00 ,1.20 ,"45,684,000 "
1 ,20.00 ,1.00 ,117900.00 ,15.00 ,1.20 ,"42,444,000 "
1 ,12.00 ,1.00 ,124146.00 ,15.00 ,1.20 ,"26,815,536 "
1 ,16.00 ,1.00 ,143911.00 ,15.00 ,1.20 ,"41,446,368 "
1 ,15.00 ,1.00 ,128294.00 ,15.00 ,1.20 ,"34,639,380 "
1 ,18.00 ,1.00 ,117180.00 ,15.00 ,1.20 ,"37,966,320 "
1 ,12.00 ,1.00 ,124940.00 ,15.00 ,1.20 ,"26,987,040 "
1 ,14.00 ,1.00 ,118398.00 ,15.00 ,1.20 ,"29,836,296 "
1 ,16.00 ,1.00 ,113421.00 ,15.00 ,1.20 ,"32,665,248 "
1 ,11.00 ,1.00 ,130830.00 ,15.00 ,1.20 ,"25,904,340 "
1 ,13.00 ,1.00 ,109120.00 ,15.00 ,1.20 ,"25,534,080 "
1 ,15.00 ,1.00 ,111480.00 ,15.00 ,1.20 ,"30,099,600 "
1 ,11.00 ,1.00 ,114723.00 ,15.00 ,1.20 ,"22,715,154 "
1 ,15.00 ,1.00 ,131208.00 ,15.00 ,1.20 ,"35,426,160 "
1 ,17.00 ,1.00 ,125640.00 ,15.00 ,1.20 ,"38,445,840 "
1 ,20.00 ,1.00 ,133538.00 ,15.00 ,1.20 ,"48,073,680 "
1 ,10.00 ,1.00 ,141657.00 ,15.00 ,1.20 ,"25,498,260 "
1 ,15.00 ,1.00 ,124212.00 ,15.00 ,1.20 ,"33,537,240 "
1 ,14.00 ,1.00 ,112680.00 ,15.00 ,1.20 ,"28,395,360 "
1 ,14.00 ,1.00 ,124040.00 ,15.00 ,1.20 ,"31,258,080 "
1 ,12.00 ,1.00 ,122600.00 ,15.00 ,1.20 ,"26,481,600 "
1 ,10.00 ,1.00 ,135216.00 ,15.00 ,1.20 ,"24,338,880 "
1 ,19.00 ,1.00 ,131808.00 ,15.00 ,1.20 ,"45,078,336 "
1 ,18.00 ,1.00 ,112620.00 ,15.00 ,1.20 ,"36,488,880 "
1 ,10.00 ,1.00 ,147144.00 ,15.00 ,1.20 ,"26,485,920 "
1 ,14.00 ,1.00 ,135850.00 ,15.00 ,1.20 ,"34,234,200 "
1 ,14.00 ,1.00 ,140160.00 ,15.00 ,1.20 ,"35,320,320 "
1 ,11.00 ,1.00 ,149424.00 ,15.00 ,1.20 ,"29,585,952 "
1 ,20.00 ,1.00 ,125304.00 ,15.00 ,1.20 ,"45,109,440 "
1 ,20.00 ,1.00 ,121191.00 ,15.00 ,1.20 ,"43,628,760 "
1 ,19.00 ,1.00 ,111760.00 ,15.00 ,1.20 ,"38,221,920 "
1 ,18.00 ,1.00 ,133896.00 ,15.00 ,1.20 ,"43,382,304 "
1 ,17.00 ,1.00 ,121902.00 ,15.00 ,1.20 ,"37,302,012 "
1 ,20.00 ,1.00 ,136367.00 ,15.00 ,1.20 ,"49,092,120 "
1 ,19.00 ,1.00 ,130632.00 ,15.00 ,1.20 ,"44,676,144 "
1 ,17.00 ,1.00 ,129053.00 ,15.00 ,1.20 ,"39,490,218 "
1 ,11.00 ,1.00 ,130848.00 ,15.00 ,1.20 ,"25,907,904 "
1 ,12.00 ,1.00 ,144336.00 ,15.00 ,1.20 ,"31,176,576 "
1 ,16.00 ,1.00 ,121500.00 ,15.00 ,1.20 ,"34,992,000 "
1 ,11.00 ,1.00 ,120477.00 ,15.00 ,1.20 ,"23,854,446 "
1 ,11.00 ,1.00 ,144192.00 ,15.00 ,1.20 ,"28,550,016 "
1 ,16.00 ,1.00 ,119800.00 ,15.00 ,1.20 ,"34,502,400 "
1 ,16.00 ,1.00 ,129536.00 ,15.00 ,1.20 ,"37,306,368 "
1 ,18.00 ,1.00 ,120519.00 ,15.00 ,1.20 ,"39,048,156 "
1 ,16.00 ,1.00 ,132572.00 ,15.00 ,1.20 ,"38,180,736 "
1 ,19.00 ,1.00 ,121682.00 ,15.00 ,1.20 ,"41,615,244 "
1 ,16.00 ,1.00 ,114620.00 ,15.00 ,1.20 ,"33,010,560 "
1 ,10.00 ,1.00 ,134251.00 ,15.00 ,1.20 ,"24,165,180 "
1 ,10.00 ,1.00 ,117200.00 ,15.00 ,1.20 ,"21,096,000 "
1 ,18.00 ,1.00 ,127535.00 ,15.00 ,1.20 ,"41,321,340 "
1 ,17.00 ,1.00 ,137522.00 ,15.00 ,1.20 ,"42,081,732 "
1 ,19.00 ,1.00 ,135033.00 ,15.00 ,1.20 ,"46,181,286 "
1 ,16.00 ,1.00 ,141450.00 ,15.00 ,1.20 ,"40,737,600 "
1 ,17.00 ,1.00 ,145920.00 ,15.00 ,1.20 ,"44,651,520 "
1 ,15.00 ,1.00 ,144049.00 ,15.00 ,1.20 ,"38,893,230 "
1 ,13.00 ,1.00 ,110420.00 ,15.00 ,1.20 ,"25,838,280 "
1 ,15.00 ,1.00 ,116520.00 ,15.00 ,1.20 ,"31,460,400 "
1 ,11.00 ,1.00 ,138690.00 ,15.00 ,1.20 ,"27,460,620 "
1 ,15.00 ,1.00 ,137302.00 ,15.00 ,1.20 ,"37,071,540 "
1 ,12.00 ,1.00 ,132027.00 ,15.00 ,1.20 ,"28,517,832 "
1 ,17.00 ,1.00 ,131481.00 ,15.00 ,1.20 ,"40,233,186 "
1 ,16.00 ,1.00 ,133239.00 ,15.00 ,1.20 ,"38,372,832 "
1 ,12.00 ,1.00 ,119217.00 ,15.00 ,1.20 ,"25,750,872 "
1 ,13.00 ,1.00 ,127806.00 ,15.00 ,1.20 ,"29,906,604 "
1 ,12.00 ,1.00 ,128172.00 ,15.00 ,1.20 ,"27,685,152 "
1 ,19.00 ,1.00 ,113540.00 ,15.00 ,1.20 ,"38,830,680 "
1 ,17.00 ,1.00 ,135286.00 ,15.00 ,1.20 ,"41,397,516 "
1 ,13.00 ,1.00 ,143589.00 ,15.00 ,1.20 ,"33,599,826 "
1 ,17.00 ,1.00 ,128662.00 ,15.00 ,1.20 ,"39,370,572 "
1 ,17.00 ,1.00 ,120516.00 ,15.00 ,1.20 ,"36,877,896 "
1 ,13.00 ,1.00 ,134552.00 ,15.00 ,1.20 ,"31,485,168 "
1 ,14.00 ,1.00 ,141672.00 ,15.00 ,1.20 ,"35,701,344 "
1 ,10.00 ,1.00 ,125649.00 ,15.00 ,1.20 ,"22,616,820 "
1 ,17.00 ,1.00 ,127466.00 ,15.00 ,1.20 ,"39,004,596 "
1 ,20.00 ,1.00 ,114639.00 ,15.00 ,1.20 ,"41,270,040 "
1 ,16.00 ,1.00 ,115815.00 ,15.00 ,1.20 ,"33,354,720 "
1 ,20.00 ,1.00 ,131901.00 ,15.00 ,1.20 ,"47,484,360 "
1 ,17.00 ,1.00 ,128268.00 ,15.00 ,1.20 ,"39,250,008 "
1 ,19.00 ,1.00 ,109440.00 ,15.00 ,1.20 ,"37,428,480 "
1 ,20.00 ,1.00 ,113652.00 ,15.00 ,1.20 ,"40,914,720 "
1 ,17.00 ,1.00 ,130992.00 ,15.00 ,1.20 ,"40,083,552 "
1 ,11.00 ,1.00 ,121233.00 ,15.00 ,1.20 ,"24,004,134 "
1 ,12.00 ,1.00 ,110120.00 ,15.00 ,1.20 ,"23,785,920 "
1 ,15.00 ,1.00 ,127071.00 ,15.00 ,1.20 ,"34,309,170 "
1 ,20.00 ,1.00 ,134251.00 ,15.00 ,1.20 ,"48,330,360 "
1 ,11.00 ,1.00 ,144936.00 ,15.00 ,1.20 ,"28,697,328 "
1 ,10.00 ,1.00 ,135784.00 ,15.00 ,1.20 ,"24,441,120 "
1 ,16.00 ,1.00 ,130515.00 ,15.00 ,1.20 ,"37,588,320 "
1 ,13.00 ,1.00 ,127788.00 ,15.00 ,1.20 ,"29,902,392 "
1 ,16.00 ,1.00 ,138534.00 ,15.00 ,1.20 ,"39,897,792 "
1 ,13.00 ,1.00 ,125223.00 ,15.00 ,1.20 ,"29,302,182 "
1 ,16.00 ,1.00 ,120729.00 ,15.00 ,1.20 ,"34,769,952 "
1 ,17.00 ,1.00 ,130663.00 ,15.00 ,1.20 ,"39,982,878 "
1 ,12.00 ,1.00 ,125480.00 ,15.00 ,1.20 ,"27,103,680 "
1 ,18.00 ,1.00 ,143083.00 ,15.00 ,1.20 ,"46,358,892 "
1 ,16.00 ,1.00 ,135332.00 ,15.00 ,1.20 ,"38,975,616 "
1 ,13.00 ,1.00 ,131514.00 ,15.00 ,1.20 ,"30,774,276 "
1 ,15.00 ,1.00 ,142508.00 ,15.00 ,1.20 ,"38,477,160 "
1 ,18.00 ,1.00 ,131688.00 ,15.00 ,1.20 ,"42,666,912 "
1 ,19.00 ,1.00 ,144216.00 ,15.00 ,1.20 ,"49,321,872 "
1 ,12.00 ,1.00 ,121638.00 ,15.00 ,1.20 ,"26,273,808 "
1 ,15.00 ,1.00 ,125350.00 ,15.00 ,1.20 ,"33,844,500 "
1 ,12.00 ,1.00 ,111880.00 ,15.00 ,1.20 ,"24,166,080 "
1 ,11.00 ,1.00 ,130525.00 ,15.00 ,1.20 ,"25,843,950 "
1 ,12.00 ,1.00 ,120372.00 ,15.00 ,1.20 ,"26,000,352 "
1 ,13.00 ,1.00 ,144141.00 ,15.00 ,1.20 ,"33,728,994 "
1 ,17.00 ,1.00 ,139196.00 ,15.00 ,1.20 ,"42,593,976 "
1 ,16.00 ,1.00 ,113841.00 ,15.00 ,1.20 ,"32,786,208 "
1 ,15.00 ,1.00 ,119064.00 ,15.00 ,1.20 ,"32,147,280 "
1 ,12.00 ,1.00 ,129690.00 ,15.00 ,1.20 ,"28,013,040 "
1 ,16.00 ,1.00 ,134021.00 ,15.00 ,1.20 ,"38,598,048 "
1 ,16.00 ,1.00 ,120428.00 ,15.00 ,1.20 ,"34,683,264 "
1 ,17.00 ,1.00 ,128087.00 ,15.00 ,1.20 ,"39,194,622 "
1 ,13.00 ,1.00 ,133814.00 ,15.00 ,1.20 ,"31,312,476 "
1 ,19.00 ,1.00 ,150912.00 ,15.00 ,1.20 ,"51,611,904 "
1 ,14.00 ,1.00 ,118680.00 ,15.00 ,1.20 ,"29,907,360 "
1 ,10.00 ,1.00 ,128238.00 ,15.00 ,1.20 ,"23,082,840 "
1 ,16.00 ,1.00 ,125373.00 ,15.00 ,1.20 ,"36,107,424 "
1 ,16.00 ,1.00 ,108320.00 ,15.00 ,1.20 ,"31,196,160 "
1 ,10.00 ,1.00 ,143136.00 ,15.00 ,1.20 ,"25,764,480 "
1 ,11.00 ,1.00 ,148488.00 ,15.00 ,1.20 ,"29,400,624 "
1 ,19.00 ,1.00 ,135010.00 ,15.00 ,1.20 ,"46,173,420 "
1 ,11.00 ,1.00 ,124656.00 ,15.00 ,1.20 ,"24,681,888 "
1 ,10.00 ,1.00 ,111980.00 ,15.00 ,1.20 ,"20,156,400 "
1 ,12.00 ,1.00 ,128772.00 ,15.00 ,1.20 ,"27,814,752 "
1 ,20.00 ,1.00 ,115140.00 ,15.00 ,1.20 ,"41,450,400 "
1 ,14.00 ,1.00 ,141432.00 ,15.00 ,1.20 ,"35,640,864 "
1 ,14.00 ,1.00 ,144984.00 ,15.00 ,1.20 ,"36,535,968 "
1 ,13.00 ,1.00 ,110540.00 ,15.00 ,1.20 ,"25,866,360 "
1 ,18.00 ,1.00 ,128478.00 ,15.00 ,1.20 ,"41,626,872 "
1 ,11.00 ,1.00 ,113060.00 ,15.00 ,1.20 ,"22,385,880 "
1 ,19.00 ,1.00 ,148584.00 ,15.00 ,1.20 ,"50,815,728 "
1 ,10.00 ,1.00 ,140376.00 ,15.00 ,1.20 ,"25,267,680 "
1 ,13.00 ,1.00 ,117705.00 ,15.00 ,1.20 ,"27,542,970 "
1 ,17.00 ,1.00 ,114324.00 ,15.00 ,1.20 ,"34,983,144 "
1 ,18.00 ,1.00 ,148848.00 ,15.00 ,1.20 ,"48,226,752 "
1 ,14.00 ,1.00 ,122997.00 ,15.00 ,1.20 ,"30,995,244 "
1 ,18.00 ,1.00 ,126147.00 ,15.00 ,1.20 ,"40,871,628 "
1 ,10.00 ,1.00 ,133386.00 ,15.00 ,1.20 ,"24,009,480 "
1 ,11.00 ,1.00 ,138432.00 ,15.00 ,1.20 ,"27,409,536 "
1 ,16.00 ,1.00 ,132000.00 ,15.00 ,1.20 ,"38,016,000 "
1 ,20.00 ,1.00 ,122500.00 ,15.00 ,1.20 ,"44,100,000 "
1 ,18.00 ,1.00 ,131494.00 ,15.00 ,1.20 ,"42,604,056 "
1 ,17.00 ,1.00 ,117220.00 ,15.00 ,1.20 ,"35,869,320 "
1 ,13.00 ,1.00 ,130680.00 ,15.00 ,1.20 ,"30,579,120 "
1 ,20.00 ,1.00 ,123921.00 ,15.00 ,1.20 ,"44,611,560 "
1 ,20.00 ,1.00 ,130914.00 ,15.00 ,1.20 ,"47,129,040 "
1 ,17.00 ,1.00 ,126730.00 ,15.00 ,1.20 ,"38,779,380 "
1 ,19.00 ,1.00 ,121418.00 ,15.00 ,1.20 ,"41,524,956 "
1 ,16.00 ,1.00 ,115521.00 ,15.00 ,1.20 ,"33,270,048 "
1 ,14.00 ,1.00 ,142048.00 ,15.00 ,1.20 ,"35,796,096 "
1 ,15.00 ,1.00 ,119260.00 ,15.00 ,1.20 ,"32,200,200 "
1 ,19.00 ,1.00 ,131544.00 ,15.00 ,1.20 ,"44,988,048 "
1 ,15.00 ,1.00 ,125686.00 ,15.00 ,1.20 ,"33,935,220 "
1 ,15.00 ,1.00 ,127974.00 ,15.00 ,1.20 ,"34,552,980 "
1 ,12.00 ,1.00 ,124656.00 ,15.00 ,1.20 ,"26,925,696 "
1 ,15.00 ,1.00 ,129624.00 ,15.00 ,1.20 ,"34,998,480 "
1 ,12.00 ,1.00 ,117600.00 ,15.00 ,1.20 ,"25,401,600 "
1 ,18.00 ,1.00 ,125601.00 ,15.00 ,1.20 ,"40,694,724 "
1 ,18.00 ,1.00 ,120246.00 ,15.00 ,1.20 ,"38,959,704 "
1 ,10.00 ,1.00 ,117780.00 ,15.00 ,1.20 ,"21,200,400 "
1 ,19.00 ,1.00 ,118776.00 ,15.00 ,1.20 ,"40,621,392 "
1 ,11.00 ,1.00 ,120561.00 ,15.00 ,1.20 ,"23,871,078 "
1 ,20.00 ,1.00 ,122619.00 ,15.00 ,1.20 ,"44,142,840 "
1 ,16.00 ,1.00 ,108320.00 ,15.00 ,1.20 ,"31,196,160 "
1 ,13.00 ,1.00 ,125685.00 ,15.00 ,1.20 ,"29,410,290 "
1 ,15.00 ,1.00 ,129990.00 ,15.00 ,1.20 ,"35,097,300 "
1 ,14.00 ,1.00 ,140806.00 ,15.00 ,1.20 ,"35,483,112 "
1 ,16.00 ,1.00 ,130939.00 ,15.00 ,1.20 ,"37,710,432 "
1 ,16.00 ,1.00 ,142255.00 ,15.00 ,1.20 ,"40,969,440 "
1 ,12.00 ,1.00 ,133768.00 ,15.00 ,1.20 ,"28,893,888 "
1 ,18.00 ,1.00 ,132374.00 ,15.00 ,1.20 ,"42,889,176 "
1 ,13.00 ,1.00 ,113904.00 ,15.00 ,1.20 ,"26,653,536 "
1 ,16.00 ,1.00 ,138314.00 ,15.00 ,1.20 ,"39,834,432 "
1 ,19.00 ,1.00 ,115560.00 ,15.00 ,1.20 ,"39,521,520 "
1 ,15.00 ,1.00 ,114640.00 ,15.00 ,1.20 ,"30,952,800 "
1 ,13.00 ,1.00 ,136296.00 ,15.00 ,1.20 ,"31,893,264 "
1 ,14.00 ,1.00 ,136818.00 ,15.00 ,1.20 ,"34,478,136 "
1 ,12.00 ,1.00 ,118800.00 ,15.00 ,1.20 ,"25,660,800 "
1 ,20.00 ,1.00 ,116160.00 ,15.00 ,1.20 ,"41,817,600 "
1 ,10.00 ,1.00 ,122440.00 ,15.00 ,1.20 ,"22,039,200 "
1 ,13.00 ,1.00 ,141013.00 ,15.00 ,1.20 ,"32,997,042 "
1 ,11.00 ,1.00 ,126720.00 ,15.00 ,1.20 ,"25,090,560 "
1 ,12.00 ,1.00 ,131565.00 ,15.00 ,1.20 ,"28,418,040 "
1 ,16.00 ,1.00 ,147216.00 ,15.00 ,1.20 ,"42,398,208 "
1 ,16.00 ,1.00 ,126840.00 ,15.00 ,1.20 ,"36,529,920 "
1 ,14.00 ,1.00 ,137592.00 ,15.00 ,1.20 ,"34,673,184 "
1 ,11.00 ,1.00 ,120267.00 ,15.00 ,1.20 ,"23,812,866 "
1 ,11.00 ,1.00 ,122200.00 ,15.00 ,1.20 ,"24,195,600 "
1 ,16.00 ,1.00 ,120660.00 ,15.00 ,1.20 ,"34,750,080 "
1 ,17.00 ,1.00 ,128920.00 ,15.00 ,1.20 ,"39,449,520 "
1 ,15.00 ,1.00 ,129168.00 ,15.00 ,1.20 ,"34,875,360 "
1 ,15.00 ,1.00 ,128604.00 ,15.00 ,1.20 ,"34,723,080 "
1 ,11.00 ,1.00 ,124530.00 ,15.00 ,1.20 ,"24,656,940 "
