,정격전압(V)370~390,정격전류(A)52~82,최대전력(w),주파수지수 *10, 전자파지수(TG)  
2020-9-21 5:44,384.04 ,73.31 ,28154.47 ,2.81545E-05, 0.79267404 
2020-9-21 5:59,382.87 ,71.93 ,27538.34 ,2.75383E-05, 0.75836003 
2020-9-21 6:14,379.93 ,74.05 ,28133.76 ,2.81338E-05, 0.79150872 
2020-9-21 6:29,378.93 ,55.17 ,20906.49 ,2.09065E-05, 0.43708136 
2020-9-21 6:44,382.02 ,77.54 ,29622.87 ,2.96229E-05, 0.87751416 
2020-9-21 6:59,371.63 ,61.60 ,22891.85 ,2.28919E-05, 0.52403702 
2020-9-21 7:14,385.46 ,67.81 ,26139.13 ,2.61391E-05, 0.68325437 
2020-9-21 7:29,375.29 ,76.08 ,28553.80 ,2.85538E-05, 0.81531935 
2020-9-21 7:44,377.08 ,53.31 ,20101.46 ,2.01015E-05, 0.40406873 
2020-9-21 7:59,375.24 ,72.81 ,27321.77 ,2.73218E-05, 0.74647907 
2020-9-21 8:14,377.10 ,55.86 ,21064.83 ,2.10648E-05, 0.44372704 
2020-9-21 8:29,374.24 ,52.15 ,19518.13 ,1.95181E-05, 0.38095749 
2020-9-21 8:44,377.09 ,59.73 ,22522.44 ,2.25224E-05, 0.50726018 
2020-9-21 8:59,383.68 ,56.10 ,21522.54 ,2.15225E-05, 0.46321975 
2020-9-21 9:14,381.90 ,58.96 ,22515.91 ,2.25159E-05, 0.50696631 
2020-9-21 9:29,370.87 ,60.56 ,22459.16 ,2.24592E-05, 0.50441387 
2020-9-21 9:44,384.68 ,70.16 ,26990.99 ,2.69910E-05, 0.72851330 
2020-9-21 9:59,385.20 ,70.34 ,27095.24 ,2.70952E-05, 0.73415184 
2020-9-21 10:14,370.73 ,65.52 ,24291.71 ,2.42917E-05, 0.59008700 
2020-9-21 10:29,384.44 ,54.93 ,21118.30 ,2.11183E-05, 0.44598256 
2020-9-21 10:44,386.27 ,56.01 ,21636.14 ,2.16361E-05, 0.46812242 
2020-9-21 10:59,389.07 ,53.56 ,20838.58 ,2.08386E-05, 0.43424640 
2020-9-21 11:14,379.37 ,69.98 ,26549.47 ,2.65495E-05, 0.70487432 
2020-9-21 11:29,374.25 ,52.64 ,19699.07 ,1.96991E-05, 0.38805349 
2020-9-21 11:44,387.92 ,67.01 ,25995.96 ,2.59960E-05, 0.67578989 
2020-9-21 11:59,374.96 ,64.19 ,24070.13 ,2.40701E-05, 0.57937115 
2020-9-21 12:14,387.78 ,74.83 ,29018.88 ,2.90189E-05, 0.84209562 
2020-9-21 12:29,385.60 ,77.29 ,29803.62 ,2.98036E-05, 0.88825549 
2020-9-21 12:44,372.84 ,74.90 ,27924.02 ,2.79240E-05, 0.77975093 
2020-9-21 12:59,371.76 ,54.30 ,20185.99 ,2.01860E-05, 0.40747421 
2020-9-21 13:14,382.02 ,72.87 ,27836.46 ,2.78365E-05, 0.77486826 
2020-9-21 13:29,374.60 ,52.55 ,19686.18 ,1.96862E-05, 0.38754563 
2020-9-21 13:44,384.07 ,78.08 ,29986.78 ,2.99868E-05, 0.89920718 
2020-9-21 13:59,373.71 ,76.58 ,28619.45 ,2.86194E-05, 0.81907263 
2020-9-21 14:14,379.51 ,74.84 ,28404.29 ,2.84043E-05, 0.80680367 
2020-9-21 14:29,374.87 ,59.49 ,22299.36 ,2.22994E-05, 0.49726125 
2020-9-21 14:44,378.71 ,56.02 ,21217.03 ,2.12170E-05, 0.45016223 
2020-9-21 14:59,372.39 ,63.63 ,23695.93 ,2.36959E-05, 0.56149691 
2020-9-21 15:14,374.76 ,58.82 ,22042.63 ,2.20426E-05, 0.48587773 
2020-9-21 15:29,373.88 ,55.44 ,20729.05 ,2.07291E-05, 0.42969370 
2020-9-21 15:44,381.65 ,71.96 ,27462.46 ,2.74625E-05, 0.75418694 
2020-9-21 15:59,389.63 ,57.74 ,22495.44 ,2.24954E-05, 0.50604491 
2020-9-21 16:14,385.51 ,59.61 ,22980.92 ,2.29809E-05, 0.52812251 
2020-9-21 16:29,389.48 ,52.95 ,20624.99 ,2.06250E-05, 0.42539017 
2020-9-21 16:44,389.98 ,54.60 ,21291.33 ,2.12913E-05, 0.45332079 
2020-9-21 16:59,376.52 ,52.53 ,19777.98 ,1.97780E-05, 0.39116848 
2020-9-21 17:14,371.36 ,67.20 ,24956.46 ,2.49565E-05, 0.62282493 
2020-9-21 17:29,375.54 ,64.88 ,24363.63 ,2.43636E-05, 0.59358654 
2020-9-21 17:44,384.76 ,61.34 ,23600.09 ,2.36001E-05, 0.55696445 
2020-9-21 17:59,372.62 ,72.72 ,27096.83 ,2.70968E-05, 0.73423843 
2020-9-21 18:14,370.09 ,69.11 ,25575.19 ,2.55752E-05, 0.65409042 
2020-9-21 18:29,383.81 ,59.77 ,22940.85 ,2.29409E-05, 0.52628277 
2020-9-21 18:44,385.77 ,63.84 ,24628.95 ,2.46289E-05, 0.60658515 
2020-9-21 18:59,378.31 ,59.25 ,22413.29 ,2.24133E-05, 0.50235577 
2020-9-21 19:14,388.04 ,56.84 ,22058.07 ,2.20581E-05, 0.48655841 
2020-9-21 19:29,381.11 ,70.61 ,26908.31 ,2.69083E-05, 0.72405732 
2020-9-21 19:44,378.80 ,76.82 ,29099.15 ,2.90991E-05, 0.84676035 
2020-9-21 19:59,389.02 ,65.80 ,25598.97 ,2.55990E-05, 0.65530750 
2020-9-21 20:14,383.25 ,79.71 ,30547.92 ,3.05479E-05, 0.93317528 
2020-9-21 20:29,383.47 ,61.02 ,23398.59 ,2.33986E-05, 0.54749419 
2020-9-21 20:44,383.25 ,68.44 ,26228.73 ,2.62287E-05, 0.68794651 
2020-9-21 20:59,375.58 ,59.04 ,22175.07 ,2.21751E-05, 0.49173386 
2020-9-21 21:14,381.50 ,75.73 ,28890.63 ,2.88906E-05, 0.83466828 
2020-9-21 21:29,387.54 ,73.97 ,28667.07 ,2.86671E-05, 0.82180095 
2020-9-21 21:44,380.09 ,70.58 ,26827.73 ,2.68277E-05, 0.71972736 
2020-9-21 21:59,378.42 ,62.52 ,23659.38 ,2.36594E-05, 0.55976628 
2020-9-21 22:14,386.55 ,65.88 ,25466.72 ,2.54667E-05, 0.64855364 
2020-9-21 22:29,382.69 ,52.37 ,20042.71 ,2.00427E-05, 0.40171034 
2020-9-21 22:44,387.81 ,73.30 ,28425.08 ,2.84251E-05, 0.80798516 
2020-9-21 22:59,370.73 ,69.41 ,25732.72 ,2.57327E-05, 0.66217292 
2020-9-21 23:14,379.76 ,53.29 ,20236.59 ,2.02366E-05, 0.40951948 
2020-9-21 23:29,380.39 ,77.39 ,29437.99 ,2.94380E-05, 0.86659533 
2020-9-21 23:44,382.23 ,72.12 ,27564.58 ,2.75646E-05, 0.75980603 
2020-9-21 23:59,386.06 ,76.58 ,29565.80 ,2.95658E-05, 0.87413650 
2020-9-22 0:14,371.93 ,69.07 ,25690.49 ,2.56905E-05, 0.66000144 
2020-9-22 0:29,371.02 ,74.09 ,27487.74 ,2.74877E-05, 0.75557558 
2020-9-22 0:44,385.51 ,69.54 ,26809.40 ,2.68094E-05, 0.71874368 
2020-9-22 0:59,373.90 ,76.08 ,28445.90 ,2.84459E-05, 0.80916942 
2020-9-22 1:14,385.79 ,72.92 ,28131.52 ,2.81315E-05, 0.79138245 
2020-9-22 1:29,382.02 ,77.26 ,29514.47 ,2.95145E-05, 0.87110384 
2020-9-22 1:44,384.73 ,54.41 ,20934.57 ,2.09346E-05, 0.43825626 
2020-9-22 1:59,376.27 ,57.76 ,21731.52 ,2.17315E-05, 0.47225878 
2020-9-22 2:14,374.31 ,78.52 ,29390.10 ,2.93901E-05, 0.86377776 
2020-9-22 2:29,389.49 ,81.24 ,31641.28 ,3.16413E-05, 1.00117076 
2020-9-22 2:44,382.09 ,61.81 ,23617.65 ,2.36177E-05, 0.55779339 
2020-9-22 2:59,383.70 ,55.39 ,21252.72 ,2.12527E-05, 0.45167826 
2020-9-22 3:14,371.78 ,57.52 ,21383.47 ,2.13835E-05, 0.45725276 
2020-9-22 3:29,377.21 ,76.54 ,28869.69 ,2.88697E-05, 0.83345871 
2020-9-22 3:44,376.79 ,80.78 ,30438.33 ,3.04383E-05, 0.92649217 
2020-9-22 3:59,375.78 ,70.34 ,26432.86 ,2.64329E-05, 0.69869622 
2020-9-22 4:14,376.37 ,76.63 ,28840.65 ,2.88407E-05, 0.83178337 
2020-9-22 4:29,378.59 ,64.69 ,24491.86 ,2.44919E-05, 0.59985110 
2020-9-22 4:44,375.57 ,54.40 ,20432.21 ,2.04322E-05, 0.41747535 
2020-9-22 4:59,379.70 ,63.30 ,24036.56 ,2.40366E-05, 0.57775631 
2020-9-22 5:14,385.83 ,69.21 ,26704.48 ,2.67045E-05, 0.71312905 
2020-9-22 5:29,373.83 ,60.08 ,22460.18 ,2.24602E-05, 0.50445980 
2020-9-22 5:44,378.61 ,72.35 ,27391.90 ,2.73919E-05, 0.75031611 
2020-9-22 5:59,378.68 ,74.50 ,28211.52 ,2.82115E-05, 0.79588984 
2020-9-22 6:14,378.54 ,53.79 ,20361.91 ,2.03619E-05, 0.41460719 
2020-9-22 6:29,383.89 ,79.46 ,30503.97 ,3.05040E-05, 0.93049239 
2020-9-22 6:44,372.69 ,80.35 ,29944.09 ,2.99441E-05, 0.89664830 
2020-9-22 6:59,375.91 ,53.64 ,20164.40 ,2.01644E-05, 0.40660306 
2020-9-22 7:14,381.65 ,81.46 ,31088.71 ,3.10887E-05, 0.96650794 
2020-9-22 7:29,378.68 ,75.14 ,28455.39 ,2.84554E-05, 0.80970933 
2020-9-22 7:44,388.39 ,55.18 ,21432.59 ,2.14326E-05, 0.45935593 
2020-9-22 7:59,375.94 ,72.02 ,27075.96 ,2.70760E-05, 0.73310751 
2020-9-22 8:14,382.49 ,63.51 ,24293.73 ,2.42937E-05, 0.59018532 
2020-9-22 8:29,387.22 ,80.29 ,31091.71 ,3.10917E-05, 0.96669441 
2020-9-22 8:44,389.60 ,52.10 ,20297.85 ,2.02979E-05, 0.41200277 
2020-9-22 8:59,378.97 ,72.96 ,27650.79 ,2.76508E-05, 0.76456604 
2020-9-22 9:14,384.34 ,73.54 ,28266.38 ,2.82664E-05, 0.79898835 
2020-9-22 9:29,371.41 ,76.37 ,28366.14 ,2.83661E-05, 0.80463791 
2020-9-22 9:44,372.45 ,57.27 ,21330.22 ,2.13302E-05, 0.45497809 
2020-9-22 9:59,389.78 ,76.96 ,29996.81 ,2.99968E-05, 0.89980843 
2020-9-22 10:14,388.47 ,56.91 ,22108.67 ,2.21087E-05, 0.48879334 
2020-9-22 10:29,375.84 ,77.51 ,29133.08 ,2.91331E-05, 0.84873623 
2020-9-22 10:44,386.80 ,80.85 ,31273.38 ,3.12734E-05, 0.97802419 
2020-9-22 10:59,376.59 ,72.03 ,27127.09 ,2.71271E-05, 0.73587918 
2020-9-22 11:14,372.42 ,60.46 ,22515.37 ,2.25154E-05, 0.50694208 
2020-9-22 11:29,374.25 ,55.84 ,20897.77 ,2.08978E-05, 0.43671674 
2020-9-22 11:44,378.40 ,68.82 ,26042.47 ,2.60425E-05, 0.67821036 
2020-9-22 11:59,383.01 ,77.98 ,29867.82 ,2.98678E-05, 0.89208661 
2020-9-22 12:14,373.06 ,79.16 ,29531.27 ,2.95313E-05, 0.87209614 
2020-9-22 12:29,370.81 ,76.76 ,28463.80 ,2.84638E-05, 0.81018781 
2020-9-22 12:44,373.96 ,66.87 ,25005.32 ,2.50053E-05, 0.62526602 
2020-9-22 12:59,385.33 ,55.93 ,21550.52 ,2.15505E-05, 0.46442504 
2020-9-22 13:14,388.15 ,74.89 ,29067.56 ,2.90676E-05, 0.84492323 
2020-9-22 13:29,379.77 ,64.84 ,24623.92 ,2.46239E-05, 0.60633727 
2020-9-22 13:44,385.31 ,79.64 ,30686.62 ,3.06866E-05, 0.94166883 
2020-9-22 13:59,384.54 ,77.12 ,29655.14 ,2.96551E-05, 0.87942706 
2020-9-22 14:14,387.59 ,53.38 ,20688.15 ,2.06881E-05, 0.42799954 
2020-9-22 14:29,379.91 ,70.64 ,26838.53 ,2.68385E-05, 0.72030652 
2020-9-22 14:44,371.94 ,70.72 ,26304.47 ,2.63045E-05, 0.69192505 
2020-9-22 14:59,373.30 ,53.05 ,19803.41 ,1.98034E-05, 0.39217497 
2020-9-22 15:14,370.51 ,74.46 ,27586.62 ,2.75866E-05, 0.76102157 
2020-9-22 15:29,379.76 ,64.85 ,24626.43 ,2.46264E-05, 0.60646119 
2020-9-22 15:44,386.89 ,71.76 ,27764.86 ,2.77649E-05, 0.77088742 
2020-9-22 15:59,379.10 ,77.31 ,29307.92 ,2.93079E-05, 0.85895402 
2020-9-22 16:14,372.72 ,60.77 ,22651.16 ,2.26512E-05, 0.51307486 
2020-9-22 16:29,380.47 ,80.07 ,30463.74 ,3.04637E-05, 0.92803970 
2020-9-22 16:44,387.51 ,52.14 ,20206.02 ,2.02060E-05, 0.40828327 
2020-9-22 16:59,388.60 ,62.12 ,24139.91 ,2.41399E-05, 0.58273514 
2020-9-22 17:14,375.90 ,54.70 ,20561.01 ,2.05610E-05, 0.42275525 
2020-9-22 17:29,376.60 ,81.99 ,30877.32 ,3.08773E-05, 0.95340887 
2020-9-22 17:44,370.45 ,60.26 ,22322.56 ,2.23226E-05, 0.49829668 
2020-9-22 17:59,376.82 ,64.91 ,24459.11 ,2.44591E-05, 0.59824786 
2020-9-22 18:14,388.22 ,59.72 ,23186.14 ,2.31861E-05, 0.53759725 
2020-9-22 18:29,378.91 ,60.04 ,22750.79 ,2.27508E-05, 0.51759832 
2020-9-22 18:44,372.98 ,72.95 ,27210.52 ,2.72105E-05, 0.74041235 
2020-9-22 18:59,383.89 ,74.07 ,28436.09 ,2.84361E-05, 0.80861114 
2020-9-22 19:14,383.84 ,58.19 ,22337.69 ,2.23377E-05, 0.49897232 
2020-9-22 19:29,375.74 ,65.92 ,24770.30 ,2.47703E-05, 0.61356791 
2020-9-22 19:44,383.07 ,74.89 ,28686.47 ,2.86865E-05, 0.82291382 
2020-9-22 19:59,381.65 ,75.46 ,28797.78 ,2.87978E-05, 0.82931229 
2020-9-22 20:14,377.59 ,67.00 ,25297.61 ,2.52976E-05, 0.63996925 
2020-9-22 20:29,373.28 ,59.59 ,22244.24 ,2.22442E-05, 0.49480639 
2020-9-22 20:44,373.02 ,63.04 ,23515.22 ,2.35152E-05, 0.55296544 
2020-9-22 20:59,370.80 ,70.77 ,26242.65 ,2.62427E-05, 0.68867690 
2020-9-22 21:14,385.79 ,63.80 ,24612.58 ,2.46126E-05, 0.60577909 
2020-9-22 21:29,386.75 ,66.50 ,25717.69 ,2.57177E-05, 0.66139973 
2020-9-22 21:44,382.64 ,55.69 ,21307.74 ,2.13077E-05, 0.45401972 
2020-9-22 21:59,371.31 ,54.58 ,20266.77 ,2.02668E-05, 0.41074197 
2020-9-22 22:14,386.48 ,55.78 ,21558.79 ,2.15588E-05, 0.46478141 
2020-9-22 22:29,389.94 ,79.77 ,31104.00 ,3.11040E-05, 0.96745852 
2020-9-22 22:44,371.37 ,79.65 ,29580.08 ,2.95801E-05, 0.87498130 
2020-9-22 22:59,370.68 ,61.06 ,22634.69 ,2.26347E-05, 0.51232906 
2020-9-22 23:14,376.88 ,64.22 ,24204.66 ,2.42047E-05, 0.58586559 
2020-9-22 23:29,372.61 ,72.70 ,27086.61 ,2.70866E-05, 0.73368423 
2020-9-22 23:44,376.75 ,66.86 ,25190.49 ,2.51905E-05, 0.63456076 
2020-9-22 23:59,389.62 ,53.61 ,20887.19 ,2.08872E-05, 0.43627491 
2020-9-23 0:14,374.97 ,61.29 ,22983.16 ,2.29832E-05, 0.52822562 
2020-9-23 0:29,383.83 ,57.21 ,21959.53 ,2.19595E-05, 0.48222104 
2020-9-23 0:44,378.54 ,74.83 ,28325.31 ,2.83253E-05, 0.80232294 
2020-9-23 0:59,371.34 ,69.52 ,25813.68 ,2.58137E-05, 0.66634632 
2020-9-23 1:14,383.22 ,54.76 ,20985.09 ,2.09851E-05, 0.44037397 
2020-9-23 1:29,378.83 ,77.36 ,29305.16 ,2.93052E-05, 0.85879264 
2020-9-23 1:44,384.22 ,54.50 ,20941.19 ,2.09412E-05, 0.43853323 
2020-9-23 1:59,379.51 ,63.87 ,24239.39 ,2.42394E-05, 0.58754786 
2020-9-23 2:14,373.75 ,81.91 ,30612.37 ,3.06124E-05, 0.93711747 
2020-9-23 2:29,373.53 ,63.95 ,23888.40 ,2.38884E-05, 0.57065567 
2020-9-23 2:44,385.66 ,71.04 ,27398.30 ,2.73983E-05, 0.75066698 
2020-9-23 2:59,382.07 ,74.19 ,28345.47 ,2.83455E-05, 0.80346570 
2020-9-23 3:14,380.96 ,67.58 ,25745.71 ,2.57457E-05, 0.66284159 
2020-9-23 3:29,376.59 ,66.41 ,25009.16 ,2.50092E-05, 0.62545789 
2020-9-23 3:44,374.67 ,76.67 ,28724.17 ,2.87242E-05, 0.82507774 
2020-9-23 3:59,372.24 ,64.34 ,23951.54 ,2.39515E-05, 0.57367611 
2020-9-23 4:14,377.44 ,67.41 ,25441.46 ,2.54415E-05, 0.64726776 
2020-9-23 4:29,378.99 ,78.70 ,29826.84 ,2.98268E-05, 0.88964020 
2020-9-23 4:44,372.82 ,75.67 ,28212.15 ,2.82121E-05, 0.79592527 
2020-9-23 4:59,373.78 ,55.55 ,20764.44 ,2.07644E-05, 0.43116216 
2020-9-23 5:14,381.88 ,53.01 ,20242.46 ,2.02425E-05, 0.40975738 
2020-9-23 5:29,370.48 ,78.57 ,29108.28 ,2.91083E-05, 0.84729215 
2020-9-23 5:44,372.02 ,67.00 ,24925.82 ,2.49258E-05, 0.62129639 
2020-9-23 5:59,378.28 ,56.28 ,21289.01 ,2.12890E-05, 0.45322175 
2020-9-23 6:14,387.92 ,68.47 ,26560.77 ,2.65608E-05, 0.70547462 
2020-9-23 6:29,382.18 ,65.60 ,25071.72 ,2.50717E-05, 0.62859130 
2020-9-23 6:44,382.20 ,66.31 ,25344.17 ,2.53442E-05, 0.64232716 
2020-9-23 6:59,385.03 ,55.27 ,21281.06 ,2.12811E-05, 0.45288362 
2020-9-23 7:14,376.59 ,67.56 ,25441.09 ,2.54411E-05, 0.64724924 
2020-9-23 7:29,379.74 ,52.16 ,19806.81 ,1.98068E-05, 0.39230972 
2020-9-23 7:44,370.40 ,70.47 ,26103.54 ,2.61035E-05, 0.68139494 
2020-9-23 7:59,380.81 ,80.86 ,30792.50 ,3.07925E-05, 0.94817811 
2020-9-23 8:14,372.31 ,57.82 ,21526.63 ,2.15266E-05, 0.46339589 
2020-9-23 8:29,387.13 ,65.46 ,25340.32 ,2.53403E-05, 0.64213176 
2020-9-23 8:44,389.65 ,69.88 ,27229.35 ,2.72293E-05, 0.74143727 
2020-9-23 8:59,376.34 ,78.85 ,29675.49 ,2.96755E-05, 0.88063491 
2020-9-23 9:14,371.71 ,67.09 ,24939.27 ,2.49393E-05, 0.62196701 
2020-9-23 9:29,386.44 ,69.95 ,27032.53 ,2.70325E-05, 0.73075745 
2020-9-23 9:44,370.83 ,59.79 ,22170.27 ,2.21703E-05, 0.49152091 
2020-9-23 9:59,388.50 ,59.74 ,23207.87 ,2.32079E-05, 0.53860544 
2020-9-23 10:14,376.50 ,60.54 ,22792.65 ,2.27926E-05, 0.51950471 
2020-9-23 10:29,371.59 ,78.30 ,29096.32 ,2.90963E-05, 0.84659578 
2020-9-23 10:44,389.70 ,71.51 ,27866.21 ,2.78662E-05, 0.77652573 
2020-9-23 10:59,388.06 ,81.50 ,31626.80 ,3.16268E-05, 1.00025441 
2020-9-23 11:14,371.19 ,81.16 ,30124.69 ,3.01247E-05, 0.90749709 
2020-9-23 11:29,375.29 ,67.81 ,25449.48 ,2.54495E-05, 0.64767579 
2020-9-23 11:44,386.68 ,80.07 ,30960.02 ,3.09600E-05, 0.95852274 
2020-9-23 11:59,378.39 ,70.23 ,26574.57 ,2.65746E-05, 0.70620760 
2020-9-23 12:14,381.69 ,72.27 ,27586.26 ,2.75863E-05, 0.76100149 
2020-9-23 12:29,388.10 ,80.04 ,31063.85 ,3.10638E-05, 0.96496265 
2020-9-23 12:44,384.44 ,81.47 ,31322.55 ,3.13226E-05, 0.98110239 
2020-9-23 12:59,383.93 ,81.51 ,31294.05 ,3.12941E-05, 0.97931775 
2020-9-23 13:14,386.88 ,78.53 ,30382.46 ,3.03825E-05, 0.92309373 
2020-9-23 13:29,388.37 ,77.64 ,30150.90 ,3.01509E-05, 0.90907670 
2020-9-23 13:44,379.90 ,68.00 ,25832.94 ,2.58329E-05, 0.66734075 
2020-9-23 13:59,383.17 ,75.22 ,28822.01 ,2.88220E-05, 0.83070842 
2020-9-23 14:14,380.59 ,81.13 ,30878.77 ,3.08788E-05, 0.95349856 
2020-9-23 14:29,389.39 ,66.37 ,25844.91 ,2.58449E-05, 0.66795920 
2020-9-23 14:44,373.95 ,66.04 ,24694.90 ,2.46949E-05, 0.60983830 
2020-9-23 14:59,387.29 ,70.34 ,27240.01 ,2.72400E-05, 0.74201796 
2020-9-23 15:14,380.49 ,72.94 ,27751.16 ,2.77512E-05, 0.77012669 
2020-9-23 15:29,371.67 ,70.61 ,26245.18 ,2.62452E-05, 0.68880947 
2020-9-23 15:44,372.99 ,53.45 ,19935.71 ,1.99357E-05, 0.39743239 
2020-9-23 15:59,388.41 ,63.52 ,24670.75 ,2.46707E-05, 0.60864567 
2020-9-23 16:14,374.83 ,77.69 ,29121.00 ,2.91210E-05, 0.84803256 
2020-9-23 16:29,376.02 ,58.43 ,21969.99 ,2.19700E-05, 0.48268052 
2020-9-23 16:44,381.85 ,79.24 ,30256.16 ,3.02562E-05, 0.91543495 
2020-9-23 16:59,374.57 ,68.63 ,25708.18 ,2.57082E-05, 0.66091041 
2020-9-23 17:14,373.27 ,77.21 ,28821.50 ,2.88215E-05, 0.83067906 
2020-9-23 17:29,385.55 ,78.49 ,30263.48 ,3.02635E-05, 0.91587812 
2020-9-23 17:44,379.38 ,56.08 ,21275.80 ,2.12758E-05, 0.45265969 
2020-9-23 17:59,382.03 ,57.56 ,21989.06 ,2.19891E-05, 0.48351884 
2020-9-23 18:14,378.99 ,60.08 ,22769.36 ,2.27694E-05, 0.51844360 
2020-9-23 18:29,384.74 ,72.50 ,27894.41 ,2.78944E-05, 0.77809835 
2020-9-23 18:44,382.03 ,73.32 ,28012.09 ,2.80121E-05, 0.78467745 
2020-9-23 18:59,371.80 ,68.68 ,25536.38 ,2.55364E-05, 0.65210654 
2020-9-23 19:14,383.54 ,77.28 ,29641.10 ,2.96411E-05, 0.87859464 
2020-9-23 19:29,383.55 ,77.28 ,29641.88 ,2.96419E-05, 0.87864122 
2020-9-23 19:44,378.06 ,81.75 ,30905.12 ,3.09051E-05, 0.95512671 
2020-9-23 19:59,372.82 ,79.42 ,29610.39 ,2.96104E-05, 0.87677538 
2020-9-23 20:14,370.01 ,71.67 ,26519.95 ,2.65200E-05, 0.70330785 
2020-9-23 20:29,378.65 ,59.57 ,22556.08 ,2.25561E-05, 0.50877665 
2020-9-23 20:44,379.32 ,52.63 ,19964.04 ,1.99640E-05, 0.39856305 
2020-9-23 20:59,378.40 ,75.68 ,28637.07 ,2.86371E-05, 0.82008194 
2020-9-23 21:14,371.98 ,72.36 ,26915.25 ,2.69152E-05, 0.72443065 
2020-9-23 21:29,372.52 ,66.63 ,24820.09 ,2.48201E-05, 0.61603681 
2020-9-23 21:44,380.49 ,57.82 ,21999.92 ,2.19999E-05, 0.48399635 
2020-9-23 21:59,383.97 ,68.49 ,26297.66 ,2.62977E-05, 0.69156692 
2020-9-23 22:14,380.98 ,62.18 ,23691.03 ,2.36910E-05, 0.56126467 
2020-9-23 22:29,385.60 ,66.94 ,25812.81 ,2.58128E-05, 0.66630124 
2020-9-23 22:44,376.71 ,64.65 ,24356.03 ,2.43560E-05, 0.59321600 
2020-9-23 22:59,380.50 ,64.01 ,24354.83 ,2.43548E-05, 0.59315779 
2020-9-23 23:14,388.40 ,75.69 ,29396.04 ,2.93960E-05, 0.86412689 
2020-9-23 23:29,378.19 ,58.17 ,22000.64 ,2.20006E-05, 0.48402810 
2020-9-23 23:44,374.60 ,72.51 ,27161.83 ,2.71618E-05, 0.73776502 
2020-9-23 23:59,371.40 ,71.99 ,26737.78 ,2.67378E-05, 0.71490893 
2020-9-24 0:14,377.14 ,53.69 ,20248.81 ,2.02488E-05, 0.41001433 
2020-9-24 0:29,374.37 ,61.21 ,22913.84 ,2.29138E-05, 0.52504387 
2020-9-24 0:44,378.02 ,53.58 ,20254.29 ,2.02543E-05, 0.41023607 
2020-9-24 0:59,370.91 ,72.67 ,26955.34 ,2.69553E-05, 0.72659042 
2020-9-24 1:14,381.71 ,65.35 ,24944.19 ,2.49442E-05, 0.62221272 
2020-9-24 1:29,379.19 ,79.81 ,30262.45 ,3.02624E-05, 0.91581568 
2020-9-24 1:44,377.10 ,66.71 ,25154.81 ,2.51548E-05, 0.63276442 
2020-9-24 1:59,376.99 ,64.35 ,24259.60 ,2.42596E-05, 0.58852824 
2020-9-24 2:14,385.39 ,63.78 ,24579.46 ,2.45795E-05, 0.60414998 
2020-9-24 2:29,388.24 ,67.46 ,26189.31 ,2.61893E-05, 0.68587987 
2020-9-24 2:44,382.48 ,79.68 ,30475.96 ,3.04760E-05, 0.92878440 
2020-9-24 2:59,384.83 ,63.15 ,24301.43 ,2.43014E-05, 0.59055964 
2020-9-24 3:14,371.57 ,76.36 ,28371.01 ,2.83710E-05, 0.80491412 
2020-9-24 3:29,383.62 ,54.67 ,20971.06 ,2.09711E-05, 0.43978543 
2020-9-24 3:44,374.03 ,72.35 ,27059.73 ,2.70597E-05, 0.73222893 
2020-9-24 3:59,371.71 ,55.31 ,20559.49 ,2.05595E-05, 0.42269275 
2020-9-24 4:14,381.52 ,71.28 ,27193.56 ,2.71936E-05, 0.73948963 
2020-9-24 4:29,389.08 ,76.02 ,29577.38 ,2.95774E-05, 0.87482159 
2020-9-24 4:44,379.85 ,55.62 ,21128.88 ,2.11289E-05, 0.44642969 
2020-9-24 4:59,370.15 ,57.27 ,21198.99 ,2.11990E-05, 0.44939717 
2020-9-24 5:14,372.32 ,65.51 ,24390.81 ,2.43908E-05, 0.59491154 
2020-9-24 5:29,386.11 ,79.56 ,30718.21 ,3.07182E-05, 0.94360864 
2020-9-24 5:44,382.69 ,69.35 ,26540.87 ,2.65409E-05, 0.70441794 
2020-9-24 5:59,385.88 ,63.08 ,24342.52 ,2.43425E-05, 0.59255811 
2020-9-24 6:14,372.11 ,78.40 ,29174.98 ,2.91750E-05, 0.85117954 
2020-9-24 6:29,386.80 ,60.35 ,23341.44 ,2.33414E-05, 0.54482268 
2020-9-24 6:44,387.15 ,52.78 ,20433.90 ,2.04339E-05, 0.41754423 
2020-9-24 6:59,383.74 ,60.86 ,23356.43 ,2.33564E-05, 0.54552291 
2020-9-24 7:14,382.57 ,61.49 ,23525.78 ,2.35258E-05, 0.55346253 
2020-9-24 7:29,371.60 ,75.99 ,28236.81 ,2.82368E-05, 0.79731724 
2020-9-24 7:44,377.32 ,71.55 ,26997.66 ,2.69977E-05, 0.72887349 
2020-9-24 7:59,388.72 ,73.41 ,28537.13 ,2.85371E-05, 0.81436752 
2020-9-24 8:14,373.12 ,60.74 ,22663.51 ,2.26635E-05, 0.51363465 
2020-9-24 8:29,381.33 ,73.18 ,27905.12 ,2.79051E-05, 0.77869561 
2020-9-24 8:44,384.85 ,65.40 ,25171.20 ,2.51712E-05, 0.63358955 
2020-9-24 8:59,389.41 ,71.42 ,27813.23 ,2.78132E-05, 0.77357582 
2020-9-24 9:14,372.78 ,74.30 ,27697.28 ,2.76973E-05, 0.76713933 
