, 형태소,  의미형태,구분신뢰도, 자연어 수,전자파 지수10,전자파(TG),AI 쳇봇 기계학습효율*100%
2020-7-12 1:44, 221.97 , 8.55 , 0.82 ," 1,554.98 ", 1.55 , 1.55 , 155.50 
2020-7-12 1:59, 216.34 , 7.94 , 0.85 ," 1,467.84 ", 1.47 , 1.47 , 146.78 
2020-7-12 2:14, 230.93 , 9.53 , 0.84 ," 1,853.01 ", 1.85 , 1.85 , 185.30 
2020-7-12 2:29, 202.38 , 9.36 , 0.85 ," 1,611.12 ", 1.61 , 1.61 , 161.11 
2020-7-12 2:44, 200.66 , 1.62 , 0.91 , 297.01 , 0.30 , 0.30 , 29.70 
2020-7-12 2:59, 211.25 , 2.22 , 0.82 , 385.09 , 0.39 , 0.39 , 38.51 
2020-7-12 3:14, 218.20 , 9.47 , 0.93 ," 1,922.75 ", 1.92 , 1.92 , 192.28 
2020-7-12 3:29, 209.30 , 5.55 , 0.88 ," 1,020.81 ", 1.02 , 1.02 , 102.08 
2020-7-12 3:44, 212.27 , 8.78 , 0.94 ," 1,748.85 ", 1.75 , 1.75 , 174.89 
2020-7-12 3:59, 205.73 , 4.05 , 0.92 , 765.54 , 0.77 , 0.77 , 76.55 
2020-7-12 4:14, 217.94 , 5.60 , 0.83 ," 1,009.39 ", 1.01 , 1.01 , 100.94 
2020-7-12 4:29, 203.84 , 8.29 , 0.81 ," 1,374.54 ", 1.37 , 1.37 , 137.45 
2020-7-12 4:44, 213.33 , 2.70 , 0.82 , 473.58 , 0.47 , 0.47 , 47.36 
2020-7-12 4:59, 239.05 , 9.34 , 0.84 ," 1,880.85 ", 1.88 , 1.88 , 188.09 
2020-7-12 5:14, 228.21 , 1.29 , 0.89 , 262.60 , 0.26 , 0.26 , 26.26 
2020-7-12 5:29, 219.18 , 6.31 , 0.83 ," 1,143.79 ", 1.14 , 1.14 , 114.38 
2020-7-12 5:44, 203.56 , 6.49 , 0.92 ," 1,220.11 ", 1.22 , 1.22 , 122.01 
2020-7-12 5:59, 228.46 , 5.01 , 0.92 ," 1,052.25 ", 1.05 , 1.05 , 105.23 
2020-7-12 6:14, 211.81 , 9.20 , 0.89 ," 1,741.57 ", 1.74 , 1.74 , 174.16 
2020-7-12 6:29, 239.56 , 9.30 , 0.92 ," 2,043.33 ", 2.04 , 2.04 , 204.33 
2020-7-12 6:44, 209.00 , 5.98 , 0.83 ," 1,037.36 ", 1.04 , 1.04 , 103.74 
2020-7-12 6:59, 209.90 , 6.62 , 0.91 ," 1,265.34 ", 1.27 , 1.27 , 126.53 
2020-7-12 7:14, 233.75 , 2.84 , 0.95 , 629.76 , 0.63 , 0.63 , 62.98 
2020-7-12 7:29, 223.84 , 4.66 , 0.84 , 880.56 , 0.88 , 0.88 , 88.06 
2020-7-12 7:44, 204.38 , 4.46 , 0.88 , 805.58 , 0.81 , 0.81 , 80.56 
2020-7-12 7:59, 222.06 , 3.61 , 0.81 , 651.56 , 0.65 , 0.65 , 65.16 
2020-7-12 8:14, 207.76 , 8.56 , 0.93 ," 1,651.13 ", 1.65 , 1.65 , 165.11 
2020-7-12 8:29, 223.86 , 9.63 , 0.89 ," 1,917.72 ", 1.92 , 1.92 , 191.77 
2020-7-12 8:44, 239.99 , 3.37 , 0.89 , 722.15 , 0.72 , 0.72 , 72.21 
2020-7-12 8:59, 204.13 , 7.63 , 0.87 ," 1,362.43 ", 1.36 , 1.36 , 136.24 
2020-7-12 9:14, 213.82 , 7.23 , 0.84 ," 1,291.74 ", 1.29 , 1.29 , 129.17 
2020-7-12 9:29, 234.66 , 7.89 , 0.87 ," 1,610.10 ", 1.61 , 1.61 , 161.01 
2020-7-12 9:44, 209.41 , 5.04 , 0.84 , 887.51 , 0.89 , 0.89 , 88.75 
2020-7-12 9:59, 205.67 , 1.31 , 0.91 , 244.42 , 0.24 , 0.24 , 24.44 
2020-7-12 10:14, 201.88 , 9.29 , 0.94 ," 1,758.93 ", 1.76 , 1.76 , 175.89 
2020-7-12 10:29, 212.62 , 5.15 , 0.88 , 958.29 , 0.96 , 0.96 , 95.83 
2020-7-12 10:44, 200.95 , 7.99 , 0.91 ," 1,455.04 ", 1.46 , 1.46 , 145.50 
2020-7-12 10:59, 220.68 , 2.90 , 0.84 , 534.72 , 0.53 , 0.53 , 53.47 
2020-7-12 11:14, 206.50 , 3.78 , 0.93 , 722.86 , 0.72 , 0.72 , 72.29 
2020-7-12 11:29, 209.79 , 8.20 , 0.95 ," 1,632.71 ", 1.63 , 1.63 , 163.27 
2020-7-12 11:44, 227.56 , 3.86 , 0.92 , 810.14 , 0.81 , 0.81 , 81.01 
2020-7-12 11:59, 232.46 , 4.23 , 0.85 , 831.65 , 0.83 , 0.83 , 83.17 
2020-7-12 12:14, 237.43 , 5.81 , 0.88 ," 1,219.67 ", 1.22 , 1.22 , 121.97 
2020-7-12 12:29, 228.46 , 2.53 , 0.81 , 466.00 , 0.47 , 0.47 , 46.60 
2020-7-12 12:44, 237.64 , 8.46 , 0.92 ," 1,856.72 ", 1.86 , 1.86 , 185.67 
2020-7-12 12:59, 233.88 , 3.46 , 0.95 , 767.63 , 0.77 , 0.77 , 76.76 
2020-7-12 13:14, 213.81 , 3.88 , 0.84 , 699.21 , 0.70 , 0.70 , 69.92 
2020-7-12 13:29, 202.36 , 2.69 , 0.82 , 447.92 , 0.45 , 0.45 , 44.79 
2020-7-12 13:44, 213.39 , 4.04 , 0.91 , 785.41 , 0.79 , 0.79 , 78.54 
2020-7-12 13:59, 203.91 , 7.42 , 0.92 ," 1,397.96 ", 1.40 , 1.40 , 139.80 
2020-7-12 14:14, 206.45 , 3.68 , 0.80 , 610.26 , 0.61 , 0.61 , 61.03 
2020-7-12 14:29, 234.69 , 4.45 , 0.93 , 965.46 , 0.97 , 0.97 , 96.55 
2020-7-12 14:44, 207.31 , 7.32 , 0.88 ," 1,340.89 ", 1.34 , 1.34 , 134.09 
2020-7-12 14:59, 209.77 , 7.91 , 0.87 ," 1,447.52 ", 1.45 , 1.45 , 144.75 
2020-7-12 15:14, 220.06 , 8.21 , 0.81 ," 1,457.42 ", 1.46 , 1.46 , 145.74 
2020-7-12 15:29, 223.68 , 5.45 , 0.93 ," 1,140.28 ", 1.14 , 1.14 , 114.03 
2020-7-12 15:44, 231.93 , 2.95 , 0.84 , 573.29 , 0.57 , 0.57 , 57.33 
2020-7-12 15:59, 230.01 , 3.68 , 0.82 , 690.29 , 0.69 , 0.69 , 69.03 
2020-7-12 16:14, 233.85 , 9.91 , 0.90 ," 2,084.47 ", 2.08 , 2.08 , 208.45 
2020-7-12 16:29, 227.18 , 8.52 , 0.81 ," 1,564.32 ", 1.56 , 1.56 , 156.43 
2020-7-12 16:44, 205.63 , 6.28 , 0.91 ," 1,176.87 ", 1.18 , 1.18 , 117.69 
2020-7-12 16:59, 239.84 , 2.80 , 0.82 , 550.59 , 0.55 , 0.55 , 55.06 
2020-7-12 17:14, 231.55 , 5.40 , 0.86 ," 1,072.51 ", 1.07 , 1.07 , 107.25 
2020-7-12 17:29, 239.39 , 4.32 , 0.94 , 967.78 , 0.97 , 0.97 , 96.78 
2020-7-12 17:44, 239.79 , 6.04 , 0.86 ," 1,240.15 ", 1.24 , 1.24 , 124.01 
2020-7-12 17:59, 212.05 , 7.31 , 0.93 ," 1,446.65 ", 1.45 , 1.45 , 144.67 
2020-7-12 18:14, 222.69 , 3.71 , 0.93 , 771.11 , 0.77 , 0.77 , 77.11 
2020-7-12 18:29, 224.94 , 1.28 , 0.84 , 241.40 , 0.24 , 0.24 , 24.14 
2020-7-12 18:44, 219.28 , 5.87 , 0.88 ," 1,136.76 ", 1.14 , 1.14 , 113.68 
2020-7-12 18:59, 226.76 , 3.39 , 0.83 , 634.08 , 0.63 , 0.63 , 63.41 
2020-7-12 19:14, 212.93 , 7.56 , 0.83 ," 1,337.55 ", 1.34 , 1.34 , 133.75 
2020-7-12 19:29, 230.85 , 3.43 , 0.94 , 740.97 , 0.74 , 0.74 , 74.10 
2020-7-12 19:44, 239.33 , 9.79 , 0.90 ," 2,104.39 ", 2.10 , 2.10 , 210.44 
2020-7-12 19:59, 239.35 , 3.74 , 0.83 , 746.73 , 0.75 , 0.75 , 74.67 
2020-7-12 20:14, 204.37 , 6.18 , 0.92 ," 1,160.69 ", 1.16 , 1.16 , 116.07 
2020-7-12 20:29, 230.74 , 3.14 , 0.94 , 678.62 , 0.68 , 0.68 , 67.86 
2020-7-12 20:44, 227.66 , 5.87 , 0.94 ," 1,253.00 ", 1.25 , 1.25 , 125.30 
2020-7-12 20:59, 200.35 , 2.39 , 0.88 , 423.37 , 0.42 , 0.42 , 42.34 
2020-7-12 21:14, 226.57 , 5.07 , 0.91 ," 1,048.62 ", 1.05 , 1.05 , 104.86 
2020-7-12 21:29, 204.98 , 7.08 , 0.87 ," 1,257.04 ", 1.26 , 1.26 , 125.70 
2020-7-12 21:44, 213.17 , 6.62 , 0.83 ," 1,177.22 ", 1.18 , 1.18 , 117.72 
2020-7-12 21:59, 200.84 , 6.79 , 0.85 ," 1,160.03 ", 1.16 , 1.16 , 116.00 
2020-7-12 22:14, 204.68 , 1.37 , 0.91 , 254.50 , 0.25 , 0.25 , 25.45 
2020-7-12 22:29, 235.57 , 1.42 , 0.81 , 272.02 , 0.27 , 0.27 , 27.20 
2020-7-12 22:44, 218.27 , 5.22 , 0.84 , 956.93 , 0.96 , 0.96 , 95.69 
2020-7-12 22:59, 218.44 , 7.64 , 0.84 ," 1,404.79 ", 1.40 , 1.40 , 140.48 
2020-7-12 23:14, 227.16 , 3.03 , 0.90 , 622.67 , 0.62 , 0.62 , 62.27 
2020-7-12 23:29, 205.58 , 8.81 , 0.84 ," 1,526.31 ", 1.53 , 1.53 , 152.63 
2020-7-12 23:44, 201.70 , 1.82 , 0.89 , 326.82 , 0.33 , 0.33 , 32.68 
2020-7-12 23:59, 204.72 , 3.10 , 0.93 , 592.44 , 0.59 , 0.59 , 59.24 
2020-7-13 0:14, 236.43 , 2.69 , 0.94 , 597.94 , 0.60 , 0.60 , 59.79 
2020-7-13 0:29, 202.24 , 2.97 , 0.88 , 528.82 , 0.53 , 0.53 , 52.88 
2020-7-13 0:44, 234.48 , 3.50 , 0.92 , 758.70 , 0.76 , 0.76 , 75.87 
2020-7-13 0:59, 217.73 , 9.48 , 0.95 ," 1,956.73 ", 1.96 , 1.96 , 195.67 
2020-7-13 1:14, 216.67 , 1.01 , 0.84 , 185.14 , 0.19 , 0.19 , 18.51 
2020-7-13 1:29, 224.87 , 5.91 , 0.94 ," 1,249.89 ", 1.25 , 1.25 , 124.99 
2020-7-13 1:44, 231.78 , 6.75 , 0.91 ," 1,422.19 ", 1.42 , 1.42 , 142.22 
2020-7-13 1:59, 203.69 , 4.26 , 0.80 , 697.42 , 0.70 , 0.70 , 69.74 
2020-7-13 2:14, 218.86 , 8.22 , 0.93 ," 1,679.86 ", 1.68 , 1.68 , 167.99 
2020-7-13 2:29, 214.25 , 7.23 , 0.90 ," 1,397.63 ", 1.40 , 1.40 , 139.76 
2020-7-13 2:44, 234.95 , 6.31 , 0.88 ," 1,305.34 ", 1.31 , 1.31 , 130.53 
2020-7-13 2:59, 237.27 , 5.88 , 0.83 ," 1,157.82 ", 1.16 , 1.16 , 115.78 
2020-7-13 3:14, 221.92 , 7.26 , 0.81 ," 1,301.65 ", 1.30 , 1.30 , 130.16 
2020-7-13 3:29, 213.28 , 4.10 , 0.92 , 801.52 , 0.80 , 0.80 , 80.15 
2020-7-13 3:44, 207.86 , 7.75 , 0.85 ," 1,374.43 ", 1.37 , 1.37 , 137.44 
2020-7-13 3:59, 213.17 , 9.89 , 0.87 ," 1,828.12 ", 1.83 , 1.83 , 182.81 
2020-7-13 4:14, 217.93 , 4.64 , 0.94 , 948.01 , 0.95 , 0.95 , 94.80 
2020-7-13 4:29, 211.95 , 5.82 , 0.88 ," 1,087.38 ", 1.09 , 1.09 , 108.74 
2020-7-13 4:44, 217.61 , 8.12 , 0.81 ," 1,438.31 ", 1.44 , 1.44 , 143.83 
2020-7-13 4:59, 236.92 , 2.83 , 0.90 , 599.77 , 0.60 , 0.60 , 59.98 
2020-7-13 5:14, 220.52 , 1.83 , 0.89 , 360.09 , 0.36 , 0.36 , 36.01 
2020-7-13 5:29, 208.94 , 5.39 , 0.84 , 943.70 , 0.94 , 0.94 , 94.37 
2020-7-13 5:44, 221.41 , 2.45 , 0.82 , 446.40 , 0.45 , 0.45 , 44.64 
2020-7-13 5:59, 224.80 , 7.29 , 0.81 ," 1,331.15 ", 1.33 , 1.33 , 133.11 
2020-7-13 6:14, 201.09 , 2.13 , 0.90 , 384.98 , 0.38 , 0.38 , 38.50 
2020-7-13 6:29, 222.99 , 2.82 , 0.88 , 555.99 , 0.56 , 0.56 , 55.60 
2020-7-13 6:44, 236.97 , 5.70 , 0.85 ," 1,152.20 ", 1.15 , 1.15 , 115.22 
2020-7-13 6:59, 236.32 , 2.93 , 0.94 , 650.24 , 0.65 , 0.65 , 65.02 
2020-7-13 7:14, 207.24 , 6.81 , 0.82 ," 1,153.02 ", 1.15 , 1.15 , 115.30 
2020-7-13 7:29, 207.22 , 4.31 , 0.87 , 776.37 , 0.78 , 0.78 , 77.64 
2020-7-13 7:44, 219.61 , 6.08 , 0.94 ," 1,261.23 ", 1.26 , 1.26 , 126.12 
2020-7-13 7:59, 225.44 , 4.64 , 0.88 , 924.31 , 0.92 , 0.92 , 92.43 
2020-7-13 8:14, 204.19 , 6.90 , 0.81 ," 1,147.55 ", 1.15 , 1.15 , 114.75 
2020-7-13 8:29, 237.36 , 6.77 , 0.82 ," 1,315.72 ", 1.32 , 1.32 , 131.57 
2020-7-13 8:44, 233.25 , 9.66 , 0.94 ," 2,114.53 ", 2.11 , 2.11 , 211.45 
2020-7-13 8:59, 201.58 , 4.60 , 0.89 , 826.95 , 0.83 , 0.83 , 82.70 
2020-7-13 9:14, 205.83 , 6.65 , 0.90 ," 1,239.36 ", 1.24 , 1.24 , 123.94 
2020-7-13 9:29, 211.55 , 7.06 , 0.86 ," 1,286.10 ", 1.29 , 1.29 , 128.61 
2020-7-13 9:44, 215.92 , 6.89 , 0.92 ," 1,372.51 ", 1.37 , 1.37 , 137.25 
2020-7-13 9:59, 202.26 , 6.55 , 0.87 ," 1,154.71 ", 1.15 , 1.15 , 115.47 
2020-7-13 10:14, 233.25 , 9.95 , 0.92 ," 2,140.15 ", 2.14 , 2.14 , 214.01 
2020-7-13 10:29, 210.40 , 4.14 , 0.81 , 707.41 , 0.71 , 0.71 , 70.74 
2020-7-13 10:44, 217.49 , 9.85 , 0.85 ," 1,812.99 ", 1.81 , 1.81 , 181.30 
2020-7-13 10:59, 212.70 , 6.52 , 0.89 ," 1,238.78 ", 1.24 , 1.24 , 123.88 
2020-7-13 11:14, 213.69 , 9.05 , 0.81 ," 1,567.44 ", 1.57 , 1.57 , 156.74 
2020-7-13 11:29, 231.45 , 7.24 , 0.91 ," 1,516.59 ", 1.52 , 1.52 , 151.66 
2020-7-13 11:44, 239.58 , 3.43 , 0.90 , 743.11 , 0.74 , 0.74 , 74.31 
2020-7-13 11:59, 228.20 , 2.31 , 0.81 , 428.04 , 0.43 , 0.43 , 42.80 
2020-7-13 12:14, 213.08 , 3.65 , 0.85 , 664.82 , 0.66 , 0.66 , 66.48 
2020-7-13 12:29, 209.04 , 6.58 , 0.94 ," 1,289.05 ", 1.29 , 1.29 , 128.91 
2020-7-13 12:44, 210.22 , 2.61 , 0.85 , 464.42 , 0.46 , 0.46 , 46.44 
2020-7-13 12:59, 232.96 , 3.63 , 0.84 , 713.64 , 0.71 , 0.71 , 71.36 
2020-7-13 13:14, 204.59 , 1.74 , 0.88 , 314.23 , 0.31 , 0.31 , 31.42 
2020-7-13 13:29, 205.90 , 3.62 , 0.87 , 645.44 , 0.65 , 0.65 , 64.54 
2020-7-13 13:44, 215.52 , 9.60 , 0.93 ," 1,934.39 ", 1.93 , 1.93 , 193.44 
2020-7-13 13:59, 220.18 , 8.74 , 0.83 ," 1,598.21 ", 1.60 , 1.60 , 159.82 
2020-7-13 14:14, 231.19 , 1.27 , 0.87 , 253.30 , 0.25 , 0.25 , 25.33 
2020-7-13 14:29, 205.35 , 3.57 , 0.87 , 640.77 , 0.64 , 0.64 , 64.08 
2020-7-13 14:44, 202.00 , 4.97 , 0.87 , 871.11 , 0.87 , 0.87 , 87.11 
2020-7-13 14:59, 216.66 , 4.98 , 0.93 ," 1,004.94 ", 1.00 , 1.00 , 100.49 
2020-7-13 15:14, 226.77 , 2.23 , 0.93 , 472.46 , 0.47 , 0.47 , 47.25 
2020-7-13 15:29, 208.53 , 3.85 , 0.85 , 682.55 , 0.68 , 0.68 , 68.25 
2020-7-13 15:44, 233.19 , 5.13 , 0.85 ," 1,019.91 ", 1.02 , 1.02 , 101.99 
2020-7-13 15:59, 203.90 , 2.74 , 0.82 , 459.15 , 0.46 , 0.46 , 45.91 
2020-7-13 16:14, 224.22 , 9.46 , 0.89 ," 1,881.27 ", 1.88 , 1.88 , 188.13 
2020-7-13 16:29, 231.48 , 8.00 , 0.87 ," 1,612.37 ", 1.61 , 1.61 , 161.24 
2020-7-13 16:44, 228.06 , 6.22 , 0.95 ," 1,346.29 ", 1.35 , 1.35 , 134.63 
2020-7-13 16:59, 200.07 , 3.59 , 0.83 , 592.48 , 0.59 , 0.59 , 59.25 
2020-7-13 17:14, 238.78 , 2.84 , 0.91 , 616.09 , 0.62 , 0.62 , 61.61 
2020-7-13 17:29, 224.08 , 1.38 , 0.83 , 256.64 , 0.26 , 0.26 , 25.66 
2020-7-13 17:44, 220.78 , 8.52 , 0.93 ," 1,749.72 ", 1.75 , 1.75 , 174.97 
2020-7-13 17:59, 230.51 , 3.39 , 0.90 , 702.48 , 0.70 , 0.70 , 70.25 
2020-7-13 18:14, 202.87 , 7.76 , 0.94 ," 1,480.57 ", 1.48 , 1.48 , 148.06 
2020-7-13 18:29, 227.63 , 3.66 , 0.88 , 738.04 , 0.74 , 0.74 , 73.80 
2020-7-13 18:44, 213.29 , 6.74 , 0.93 ," 1,336.10 ", 1.34 , 1.34 , 133.61 
2020-7-13 18:59, 230.82 , 9.18 , 0.85 ," 1,793.93 ", 1.79 , 1.79 , 179.39 
2020-7-13 19:14, 225.95 , 2.07 , 0.82 , 383.34 , 0.38 , 0.38 , 38.33 
2020-7-13 19:29, 229.07 , 7.72 , 0.87 ," 1,545.72 ", 1.55 , 1.55 , 154.57 
2020-7-13 19:44, 234.95 , 2.78 , 0.87 , 565.25 , 0.57 , 0.57 , 56.53 
2020-7-13 19:59, 209.10 , 1.81 , 0.88 , 332.87 , 0.33 , 0.33 , 33.29 
2020-7-13 20:14, 227.37 , 4.57 , 0.85 , 888.21 , 0.89 , 0.89 , 88.82 
2020-7-13 20:29, 233.27 , 2.84 , 0.93 , 618.73 , 0.62 , 0.62 , 61.87 
2020-7-13 20:44, 220.22 , 3.35 , 0.85 , 629.23 , 0.63 , 0.63 , 62.92 
2020-7-13 20:59, 209.60 , 1.92 , 0.91 , 367.61 , 0.37 , 0.37 , 36.76 
2020-7-13 21:14, 224.20 , 9.58 , 0.87 ," 1,863.03 ", 1.86 , 1.86 , 186.30 
2020-7-13 21:29, 219.27 , 7.64 , 0.85 ," 1,420.26 ", 1.42 , 1.42 , 142.03 
2020-7-13 21:44, 237.88 , 1.77 , 0.91 , 381.94 , 0.38 , 0.38 , 38.19 
2020-7-13 21:59, 221.16 , 3.29 , 0.94 , 685.25 , 0.69 , 0.69 , 68.52 
2020-7-13 22:14, 201.15 , 6.81 , 0.84 ," 1,147.57 ", 1.15 , 1.15 , 114.76 
2020-7-13 22:29, 226.16 , 5.06 , 0.90 ," 1,034.43 ", 1.03 , 1.03 , 103.44 
2020-7-13 22:44, 234.55 , 5.93 , 0.82 ," 1,140.43 ", 1.14 , 1.14 , 114.04 
2020-7-13 22:59, 230.39 , 5.86 , 0.92 ," 1,238.66 ", 1.24 , 1.24 , 123.87 
2020-7-13 23:14, 211.90 , 1.89 , 0.91 , 366.19 , 0.37 , 0.37 , 36.62 
2020-7-13 23:29, 225.21 , 7.64 , 0.90 ," 1,541.70 ", 1.54 , 1.54 , 154.17 
2020-7-13 23:44, 208.03 , 3.34 , 0.92 , 637.28 , 0.64 , 0.64 , 63.73 
2020-7-13 23:59, 228.61 , 6.56 , 0.87 ," 1,302.15 ", 1.30 , 1.30 , 130.22 
2020-7-14 0:14, 221.26 , 6.67 , 0.93 ," 1,370.16 ", 1.37 , 1.37 , 137.02 
2020-7-14 0:29, 222.23 , 9.71 , 0.95 ," 2,045.12 ", 2.05 , 2.05 , 204.51 
2020-7-14 0:44, 224.88 , 7.01 , 0.90 ," 1,420.28 ", 1.42 , 1.42 , 142.03 
2020-7-14 0:59, 224.08 , 6.62 , 0.89 ," 1,320.82 ", 1.32 , 1.32 , 132.08 
2020-7-14 1:14, 207.57 , 3.63 , 0.93 , 698.46 , 0.70 , 0.70 , 69.85 
2020-7-14 1:29, 229.62 , 3.04 , 0.82 , 575.43 , 0.58 , 0.58 , 57.54 
2020-7-14 1:44, 229.59 , 6.04 , 0.80 ," 1,114.35 ", 1.11 , 1.11 , 111.44 
2020-7-14 1:59, 218.04 , 5.74 , 0.91 ," 1,142.65 ", 1.14 , 1.14 , 114.26 
2020-7-14 2:14, 214.74 , 7.44 , 0.82 ," 1,309.99 ", 1.31 , 1.31 , 131.00 
2020-7-14 2:29, 215.48 , 1.00 , 0.82 , 177.76 , 0.18 , 0.18 , 17.78 
2020-7-14 2:44, 217.53 , 9.60 , 0.89 ," 1,867.60 ", 1.87 , 1.87 , 186.76 
2020-7-14 2:59, 222.65 , 6.74 , 0.85 ," 1,275.48 ", 1.28 , 1.28 , 127.55 
2020-7-14 3:14, 211.64 , 7.96 , 0.91 ," 1,540.99 ", 1.54 , 1.54 , 154.10 
2020-7-14 3:29, 226.78 , 4.43 , 0.89 , 899.51 , 0.90 , 0.90 , 89.95 
2020-7-14 3:44, 236.60 , 6.72 , 0.87 ," 1,377.35 ", 1.38 , 1.38 , 137.74 
2020-7-14 3:59, 212.55 , 1.54 , 0.83 , 272.80 , 0.27 , 0.27 , 27.28 
2020-7-14 4:14, 210.41 , 4.79 , 0.84 , 845.85 , 0.85 , 0.85 , 84.58 
2020-7-14 4:29, 236.09 , 8.54 , 0.91 ," 1,827.35 ", 1.83 , 1.83 , 182.74 
2020-7-14 4:44, 201.43 , 1.66 , 0.93 , 308.85 , 0.31 , 0.31 , 30.89 
2020-7-14 4:59, 209.91 , 4.22 , 0.89 , 789.82 , 0.79 , 0.79 , 78.98 
2020-7-14 5:14, 231.27 , 7.38 , 0.91 ," 1,560.54 ", 1.56 , 1.56 , 156.05 
2020-7-14 5:29, 238.27 , 1.67 , 0.83 , 328.41 , 0.33 , 0.33 , 32.84 
2020-7-14 5:44, 223.99 , 3.71 , 0.85 , 704.63 , 0.70 , 0.70 , 70.46 
2020-7-14 5:59, 218.40 , 1.92 , 0.95 , 397.36 , 0.40 , 0.40 , 39.74 
2020-7-14 6:14, 217.42 , 9.22 , 0.93 ," 1,859.22 ", 1.86 , 1.86 , 185.92 
2020-7-14 6:29, 235.50 , 3.44 , 0.82 , 665.35 , 0.67 , 0.67 , 66.53 
2020-7-14 6:44, 222.20 , 1.76 , 0.84 , 328.88 , 0.33 , 0.33 , 32.89 
2020-7-14 6:59, 225.15 , 2.16 , 0.94 , 456.37 , 0.46 , 0.46 , 45.64 
2020-7-14 7:14, 213.54 , 1.63 , 0.87 , 302.96 , 0.30 , 0.30 , 30.30 
2020-7-14 7:29, 230.58 , 4.89 , 0.80 , 902.94 , 0.90 , 0.90 , 90.29 
2020-7-14 7:44, 232.04 , 4.58 , 0.83 , 879.69 , 0.88 , 0.88 , 87.97 
2020-7-14 7:59, 204.33 , 8.87 , 0.94 ," 1,697.21 ", 1.70 , 1.70 , 169.72 
2020-7-14 8:14, 203.87 , 5.96 , 0.89 ," 1,075.46 ", 1.08 , 1.08 , 107.55 
2020-7-14 8:29, 209.48 , 3.57 , 0.94 , 703.66 , 0.70 , 0.70 , 70.37 
2020-7-14 8:44, 239.53 , 7.50 , 0.89 ," 1,603.78 ", 1.60 , 1.60 , 160.38 
2020-7-14 8:59, 239.18 , 2.46 , 0.95 , 556.37 , 0.56 , 0.56 , 55.64 
2020-7-14 9:14, 207.50 , 3.01 , 0.83 , 516.41 , 0.52 , 0.52 , 51.64 
2020-7-14 9:29, 218.23 , 1.75 , 0.94 , 357.87 , 0.36 , 0.36 , 35.79 
2020-7-14 9:44, 230.23 , 1.88 , 0.91 , 393.92 , 0.39 , 0.39 , 39.39 
2020-7-14 9:59, 230.84 , 6.67 , 0.82 ," 1,262.94 ", 1.26 , 1.26 , 126.29 
2020-7-14 10:14, 203.36 , 1.34 , 0.90 , 243.51 , 0.24 , 0.24 , 24.35 
2020-7-14 10:29, 210.15 , 6.35 , 0.82 ," 1,094.82 ", 1.09 , 1.09 , 109.48 
2020-7-14 10:44, 214.77 , 7.17 , 0.86 ," 1,318.25 ", 1.32 , 1.32 , 131.82 
2020-7-14 10:59, 213.38 , 5.54 , 0.83 , 982.80 , 0.98 , 0.98 , 98.28 
2020-7-14 11:14, 214.12 , 7.34 , 0.82 ," 1,287.41 ", 1.29 , 1.29 , 128.74 
2020-7-14 11:29, 207.38 , 8.23 , 0.84 ," 1,437.45 ", 1.44 , 1.44 , 143.75 
2020-7-14 11:44, 214.21 , 9.13 , 0.87 ," 1,695.79 ", 1.70 , 1.70 , 169.58 
2020-7-14 11:59, 212.85 , 5.92 , 0.95 ," 1,197.65 ", 1.20 , 1.20 , 119.77 
2020-7-14 12:14, 231.18 , 6.77 , 0.90 ," 1,406.13 ", 1.41 , 1.41 , 140.61 
2020-7-14 12:29, 214.52 , 9.23 , 0.84 ," 1,656.49 ", 1.66 , 1.66 , 165.65 
2020-7-14 12:44, 233.47 , 3.69 , 0.94 , 809.14 , 0.81 , 0.81 , 80.91 
2020-7-14 12:59, 220.54 , 5.40 , 0.81 , 965.57 , 0.97 , 0.97 , 96.56 
2020-7-14 13:14, 219.52 , 8.41 , 0.83 ," 1,533.60 ", 1.53 , 1.53 , 153.36 
2020-7-14 13:29, 217.03 , 1.85 , 0.81 , 325.18 , 0.33 , 0.33 , 32.52 
2020-7-14 13:44, 214.59 , 4.16 , 0.84 , 748.86 , 0.75 , 0.75 , 74.89 
2020-7-14 13:59, 201.62 , 6.85 , 0.86 ," 1,190.26 ", 1.19 , 1.19 , 119.03 
2020-7-14 14:14, 224.39 , 9.54 , 0.89 ," 1,907.56 ", 1.91 , 1.91 , 190.76 
2020-7-14 14:29, 217.63 , 3.20 , 0.84 , 583.55 , 0.58 , 0.58 , 58.36 
2020-7-14 14:44, 229.57 , 8.89 , 0.91 ," 1,859.37 ", 1.86 , 1.86 , 185.94 
2020-7-14 14:59, 235.61 , 3.72 , 0.91 , 797.70 , 0.80 , 0.80 , 79.77 
2020-7-14 15:14, 222.12 , 5.29 , 0.84 , 981.66 , 0.98 , 0.98 , 98.17 
2020-7-14 15:29, 239.85 , 5.38 , 0.88 ," 1,131.37 ", 1.13 , 1.13 , 113.14 
2020-7-14 15:44, 201.28 , 6.62 , 0.80 ," 1,071.57 ", 1.07 , 1.07 , 107.16 
2020-7-14 15:59, 238.49 , 9.29 , 0.91 ," 2,007.37 ", 2.01 , 2.01 , 200.74 
2020-7-14 16:14, 229.51 , 7.29 , 0.82 ," 1,374.76 ", 1.37 , 1.37 , 137.48 
2020-7-14 16:29, 207.50 , 2.63 , 0.83 , 453.81 , 0.45 , 0.45 , 45.38 
2020-7-14 16:44, 225.24 , 2.25 , 0.93 , 473.32 , 0.47 , 0.47 , 47.33 
