지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
90,2021-11-15 6:29,8.8,0,276.7,1.8,1017.8,1019.9,53.6,,0
90,2021-11-15 6:30,8.6,0,275.2,1.9,1017.8,1020,54.4,,0
90,2021-11-15 6:31,8.5,0,274.4,1.8,1017.8,1020,55,,0
90,2021-11-15 6:32,8.5,0,272.8,2,1017.8,1020,55.4,,0
90,2021-11-15 6:33,8.4,0,268.3,1.9,1017.8,1020,55.6,,0
90,2021-11-15 6:34,8.4,0,273.3,1.8,1017.8,1020,55.8,,0
90,2021-11-15 6:35,8.3,0,272.9,1.6,1017.8,1020,56,,0
90,2021-11-15 6:36,8.3,0,272.1,1.5,1017.8,1020,56.3,,0
90,2021-11-15 6:37,8.2,0,274.7,1.2,1017.8,1020,56.3,,0
90,2021-11-15 6:38,8.2,0,278.1,1.7,1017.8,1020,56.5,,0
90,2021-11-15 6:39,8.2,0,278.5,2,1017.9,1020.1,56.6,,0
90,2021-11-15 6:40,8.3,0,277.8,2,1017.9,1020.1,56.3,,0
90,2021-11-15 6:41,8.3,0,275.5,1.9,1017.9,1020.1,56.2,,0
90,2021-11-15 6:42,8.3,0,272.4,1.6,1017.9,1020.1,56.3,,0
90,2021-11-15 6:43,8.3,0,279,1.8,1017.9,1020.1,56.2,,0
90,2021-11-15 6:44,8.4,0,284.3,1.6,1017.9,1020.1,56,,0
90,2021-11-15 6:45,8.5,0,285.7,1.5,1017.9,1020.1,56,,0
90,2021-11-15 6:46,8.4,0,290.4,1.6,1017.9,1020.1,56.1,,0
90,2021-11-15 6:47,8.5,0,288.4,1.8,1018,1020.2,56,,0
90,2021-11-15 6:48,8.6,0,286.8,1.9,1018,1020.2,55.5,,0
90,2021-11-15 6:49,8.6,0,282.7,1.7,1018,1020.2,55.4,,0
90,2021-11-15 6:50,8.6,0,288,1.4,1018,1020.2,55.2,,0
90,2021-11-15 6:51,8.7,0,280.3,1.2,1017.9,1020,54.9,,0
90,2021-11-15 6:52,8.7,0,271.9,0.9,1017.9,1020,54.5,,0
90,2021-11-15 6:53,8.7,0,284.1,0.9,1018,1020.1,54.4,,0
90,2021-11-15 6:54,8.7,0,284.1,0.8,1018,1020.1,54.4,,0
90,2021-11-15 6:55,8.7,0,289.2,1.4,1018,1020.1,54,,0
90,2021-11-15 6:56,8.9,0,289.3,1.3,1018,1020.1,53.3,,0
90,2021-11-15 6:57,8.9,0,281.1,1.2,1018,1020.1,53.3,,0
90,2021-11-15 6:58,8.9,0,292.1,1.3,1018,1020.1,53.1,,0
90,2021-11-15 6:59,9,0,286,1.5,1018,1020.1,52.7,,0
90,2021-11-15 7:00,9.1,0,287.3,1.4,1018.1,1020.2,52.6,,0
90,2021-11-15 7:01,9.1,0,282,1.2,1018.1,1020.2,52.3,,0
90,2021-11-15 7:02,9.1,0,265.5,0.7,1018.1,1020.2,52.3,,0
90,2021-11-15 7:03,9.1,0,298.3,1.2,1018.1,1020.2,52.1,,0
90,2021-11-15 7:04,9.3,0,281.7,0.9,1018.1,1020.2,51.2,,0
90,2021-11-15 7:05,9.3,0,290.6,0.7,1018.1,1020.2,51.3,,0
90,2021-11-15 7:06,9.3,0,308.9,0.7,1018.1,1020.2,51.4,,0
90,2021-11-15 7:07,9.4,0,316.6,0.8,1018.1,1020.2,50.9,,0
90,2021-11-15 7:08,9.5,0,310.9,0.4,1018.1,1020.2,50.4,,0
90,2021-11-15 7:09,9.3,0,334.4,0.2,1018.1,1020.2,50.9,,0
90,2021-11-15 7:10,9.1,0,36.5,0.4,1018.1,1020.2,51.6,,0
90,2021-11-15 7:11,9,0,22.7,0.4,1018.2,1020.3,52.1,,0
90,2021-11-15 7:12,8.7,0,337.2,0.6,1018.2,1020.4,53,,0
90,2021-11-15 7:13,8.6,0,343,0.6,1018.2,1020.4,53.4,,0
90,2021-11-15 7:14,8.5,0,20.7,0.5,1018.2,1020.4,53.7,,0
90,2021-11-15 7:15,8.4,0,51.7,0.2,1018.3,1020.5,54.7,,0
90,2021-11-15 7:16,8.1,0,45.6,0.2,1018.3,1020.5,55.3,,0
90,2021-11-15 7:17,8.1,0,351.1,0.5,1018.3,1020.5,55.7,,0
90,2021-11-15 7:18,8.2,0,331.1,0.6,1018.3,1020.5,55.8,,0
90,2021-11-15 7:19,8.5,0,357.8,0.6,1018.3,1020.5,57,,0
90,2021-11-15 7:20,8.7,0,357.7,0.8,1018.4,1020.6,56.1,,0
90,2021-11-15 7:21,8.8,0,356.2,1,1018.4,1020.5,58.4,,0
90,2021-11-15 7:22,8.9,0,348,1.2,1018.4,1020.5,59,,60
90,2021-11-15 7:23,8.8,0,334.9,1.2,1018.4,1020.5,60.3,,120
90,2021-11-15 7:24,8.9,0,332.9,1.6,1018.4,1020.5,59.2,,180
90,2021-11-15 7:25,9.1,0,316.5,1.7,1018.4,1020.5,54.7,,240
90,2021-11-15 7:26,9.3,0,333,1.7,1018.4,1020.5,52.1,,300
90,2021-11-15 7:27,9.4,0,333.4,2.1,1018.4,1020.5,51.7,,360
90,2021-11-15 7:28,9.4,0,323.5,1.4,1018.4,1020.5,51.9,,420
90,2021-11-15 7:29,9.3,0,323.3,1.5,1018.4,1020.5,52.1,,480
90,2021-11-15 7:30,9.4,0,327.5,1.6,1018.4,1020.5,50.9,,540
90,2021-11-15 7:31,9.4,0,322.4,1.7,1018.4,1020.5,50.7,,600
90,2021-11-15 7:32,9.4,0,311.7,1.9,1018.4,1020.5,50.8,,660
90,2021-11-15 7:33,9.4,0,313.8,2.2,1018.4,1020.5,50.6,,720
90,2021-11-15 7:34,9.4,0,310.1,1.9,1018.4,1020.5,50.5,,780
90,2021-11-15 7:35,9.5,0,310.1,2.3,1018.4,1020.5,50.1,,840
90,2021-11-15 7:36,9.5,0,308,2.2,1018.4,1020.5,49.9,,900
90,2021-11-15 7:37,9.6,0,298.6,2.2,1018.4,1020.5,49.3,,960
90,2021-11-15 7:38,9.6,0,318,1.9,1018.4,1020.5,49.4,,1020
90,2021-11-15 7:39,9.7,0,307.6,2,1018.4,1020.5,49.3,,1080
90,2021-11-15 7:40,9.7,0,308.7,2.2,1018.5,1020.6,49.2,,1140
90,2021-11-15 7:41,9.7,0,315,2.1,1018.4,1020.5,48.7,,1200
90,2021-11-15 7:42,9.8,0,308.2,1.8,1018.5,1020.6,48.2,,1260
90,2021-11-15 7:43,9.9,0,324.5,1.4,1018.5,1020.6,47.9,,1320
90,2021-11-15 7:44,9.9,0,311.3,1.5,1018.5,1020.6,47.9,,1380
90,2021-11-15 7:45,9.9,0,313.1,1.2,1018.5,1020.6,47.5,,1440
90,2021-11-15 7:46,10,0,303.8,2,1018.5,1020.6,47.2,,1500
90,2021-11-15 7:47,10.1,0,295.8,2.1,1018.5,1020.6,46.1,,1560
90,2021-11-15 7:48,10.2,0,298.9,1.9,1018.5,1020.6,46,,1620
90,2021-11-15 7:49,10.2,0,301.1,2.1,1018.6,1020.7,45.8,,1680
90,2021-11-15 7:50,10.2,0,303.5,2.1,1018.6,1020.7,45.3,,1740
90,2021-11-15 7:51,10.3,0,300.8,1.9,1018.6,1020.7,45.1,,1800
90,2021-11-15 7:52,10.3,0,300.8,2.1,1018.6,1020.7,44.9,,1860
90,2021-11-15 7:53,10.4,0,304.2,2.2,1018.6,1020.7,44.4,,1920
90,2021-11-15 7:54,10.4,0,310.6,1.9,1018.6,1020.7,44.6,,1980
90,2021-11-15 7:55,10.4,0,297.3,2.6,1018.6,1020.7,44.5,,2040
90,2021-11-15 7:56,10.3,0,294.2,2.3,1018.6,1020.7,44.3,,2100
90,2021-11-15 7:57,10.4,0,297.9,2.6,1018.7,1020.8,44.5,,2160
90,2021-11-15 7:58,10.5,0,301.3,2.7,1018.7,1020.8,44,,2220
90,2021-11-15 7:59,10.5,0,304.3,2.8,1018.7,1020.8,44,,2280
90,2021-11-15 8:00,10.5,0,296.4,2.4,1018.7,1020.8,43.8,,2340
90,2021-11-15 8:01,10.5,0,303,2.3,1018.7,1020.8,43.9,,2400
90,2021-11-15 8:02,10.6,0,295.1,2.8,1018.7,1020.8,43.6,,2460
90,2021-11-15 8:03,10.6,0,292.3,3,1018.7,1020.8,43.1,,2520
90,2021-11-15 8:04,10.7,0,293.5,3.1,1018.8,1020.9,43.1,,2580
90,2021-11-15 8:05,10.7,0,299.9,3.1,1018.8,1020.9,42.5,,2640
90,2021-11-15 8:06,10.8,0,303.4,2.9,1018.8,1020.9,42.3,,2700
90,2021-11-15 8:07,10.8,0,308.7,2.4,1018.9,1021,42.4,,2760
90,2021-11-15 8:08,10.9,0,306.4,2.1,1018.9,1021,42.4,,2820
90,2021-11-15 8:09,10.9,0,305.1,1.6,1018.9,1021,42.5,,2880
90,2021-11-15 8:10,10.9,0,315.4,1.9,1018.9,1021,42.3,,2940
90,2021-11-15 8:11,11,0,303,2.3,1019,1021.1,41.8,,3000
90,2021-11-15 8:12,11,0,319,1.8,1019,1021.1,41.7,,3060
90,2021-11-15 8:13,11,0,312.9,1.4,1019,1021.1,42.2,,3120
90,2021-11-15 8:14,11,0,312.7,1.9,1019,1021.1,42.1,,3180
90,2021-11-15 8:15,11,0,301.6,1.4,1019,1021.1,41.9,,3240
90,2021-11-15 8:16,11,0,308.9,1.6,1019,1021.1,42.1,,3300
90,2021-11-15 8:17,11,0,300.2,1.7,1019,1021.1,42,,3360
90,2021-11-15 8:18,11,0,307.9,1.4,1019.1,1021.2,41.6,,3420
90,2021-11-15 8:19,11.1,0,311.1,1.5,1019.1,1021.2,41.1,,3480
90,2021-11-15 8:20,11.1,0,307,1.5,1019.1,1021.2,40.9,,3540
90,2021-11-15 8:21,11.2,0,325,1.5,1019.1,1021.2,40.3,,3600
90,2021-11-15 8:22,11.3,0,316.3,1,1019.1,1021.2,40.2,,3660
90,2021-11-15 8:23,11.3,0,324.8,1.4,1019.1,1021.2,40.4,,3720
90,2021-11-15 8:24,11.3,0,339.2,1.1,1019.1,1021.2,39.7,,3780
90,2021-11-15 8:25,11.4,0,329.9,1.2,1019.1,1021.2,40.6,,3840
90,2021-11-15 8:26,11.4,0,329.2,1.1,1019.1,1021.2,39.5,,3900
90,2021-11-15 8:27,11.4,0,323,1.6,1019.1,1021.2,39.2,,3960
90,2021-11-15 8:28,11.5,0,297.8,1.8,1019.1,1021.2,37.8,,4020
90,2021-11-15 8:29,11.6,0,341.4,1.5,1019.1,1021.2,37.4,,4080
90,2021-11-15 8:30,11.7,0,304.4,1.4,1019.2,1021.3,37.3,,4140
90,2021-11-15 8:31,11.8,0,330.9,1.5,1019.2,1021.3,37.3,,4200
90,2021-11-15 8:32,11.8,0,316.9,1,1019.2,1021.3,37,,4260
90,2021-11-15 8:33,11.9,0,325.6,1.1,1019.2,1021.3,36.7,,4320
90,2021-11-15 8:34,11.9,0,353.2,1.3,1019.2,1021.3,36.9,,4380
90,2021-11-15 8:35,11.9,0,357.9,1.7,1019.2,1021.3,37.6,,4440
90,2021-11-15 8:36,11.9,0,349.7,2,1019.2,1021.3,38.3,,4500
90,2021-11-15 8:37,11.9,0,350.2,2.4,1019.2,1021.3,37.2,,4560
90,2021-11-15 8:38,12,0,346.6,2,1019.2,1021.3,37.5,,4620
90,2021-11-15 8:39,12,0,352.3,1.4,1019.3,1021.4,37.3,,4680
90,2021-11-15 8:40,12,0,346.2,1.4,1019.3,1021.4,37,,4740
90,2021-11-15 8:41,12.1,0,347.4,1.5,1019.3,1021.4,37.3,,4800
90,2021-11-15 8:42,12.2,0,346.6,2,1019.3,1021.4,36.5,,4860
90,2021-11-15 8:43,12.2,0,342.3,1.8,1019.3,1021.4,36.4,,4920
90,2021-11-15 8:44,12.2,0,345.9,1.3,1019.3,1021.4,36.4,,4980
90,2021-11-15 8:45,12.2,0,343.7,1.5,1019.3,1021.4,36.7,,5040
90,2021-11-15 8:46,12.2,0,338.5,1.3,1019.4,1021.5,36.9,,5100
90,2021-11-15 8:47,12.2,0,345.4,1.9,1019.4,1021.5,36.3,,5160
90,2021-11-15 8:48,12.3,0,341.9,1.9,1019.4,1021.5,36.2,,5220
90,2021-11-15 8:49,12.3,0,342.3,1.8,1019.4,1021.5,35.7,,5280
90,2021-11-15 8:50,12.4,0,315.4,1.3,1019.4,1021.5,36.1,,5340
90,2021-11-15 8:51,12.4,0,300.8,1.4,1019.4,1021.5,35.7,,5400
90,2021-11-15 8:52,12.5,0,336.2,1.3,1019.4,1021.5,35.1,,5460
90,2021-11-15 8:53,12.6,0,322.5,1.1,1019.4,1021.5,35.2,,5520
90,2021-11-15 8:54,12.6,0,287.7,1.5,1019.4,1021.5,35.1,,5580
90,2021-11-15 8:55,12.6,0,304.7,1,1019.4,1021.5,34.6,,5640
90,2021-11-15 8:56,12.7,0,341.9,0.8,1019.4,1021.5,34.6,,5700
90,2021-11-15 8:57,12.8,0,314.4,0.7,1019.3,1021.4,35,,5760
90,2021-11-15 8:58,12.8,0,316,0.6,1019.3,1021.4,35.2,,5820
90,2021-11-15 8:59,12.9,0,299.3,0.8,1019.3,1021.4,34.8,,5880
90,2021-11-15 9:00,12.9,0,293.1,1.3,1019.3,1021.4,34.1,,5940
90,2021-11-15 9:01,12.9,0,316.1,1.2,1019.3,1021.4,33.2,,6000
90,2021-11-15 9:02,12.9,0,347,0.8,1019.4,1021.5,33.3,,6060
90,2021-11-15 9:03,13,0,312.2,0.7,1019.4,1021.5,33.3,,6120
90,2021-11-15 9:04,13,0,296.9,1.6,1019.4,1021.5,32.8,,6180
90,2021-11-15 9:05,13,0,316.2,1.3,1019.4,1021.5,32.7,,6240
90,2021-11-15 9:06,13,0,314.2,0.8,1019.4,1021.5,33,,6300
90,2021-11-15 9:07,13.1,0,323.1,0.6,1019.4,1021.5,33.4,,6360
90,2021-11-15 9:08,13.1,0,307.3,0.9,1019.4,1021.5,32.9,,6420
90,2021-11-15 9:09,13.1,0,306.1,0.9,1019.4,1021.5,32.7,,6480
90,2021-11-15 9:10,13.2,0,355.3,1.3,1019.4,1021.5,32.8,,6540
90,2021-11-15 9:11,13.2,0,354.4,1.6,1019.4,1021.5,32.9,,6600
90,2021-11-15 9:12,13.2,0,343.8,1.6,1019.4,1021.5,32.8,,6660
90,2021-11-15 9:13,13.2,0,337.9,1.1,1019.4,1021.5,32,,6720
90,2021-11-15 9:14,13.3,0,0.3,1,1019.4,1021.5,32.5,,6780
90,2021-11-15 9:15,13.3,0,338.1,1.4,1019.4,1021.5,34.3,,6840
90,2021-11-15 9:16,13.2,0,355.7,1.5,1019.4,1021.5,36.8,,6900
90,2021-11-15 9:17,13.1,0,351.5,1.7,1019.5,1021.6,36.2,,6960
90,2021-11-15 9:18,13.1,0,348.5,1.6,1019.5,1021.6,35.1,,7020
90,2021-11-15 9:19,13.1,0,2.2,1.1,1019.5,1021.6,35,,7080
90,2021-11-15 9:20,13.2,0,2.8,0.9,1019.5,1021.6,35.8,,7140
90,2021-11-15 9:21,13.3,0,16.4,1.2,1019.5,1021.6,34.9,,7200
90,2021-11-15 9:22,13.4,0,29.4,1.2,1019.5,1021.6,36.3,,7260
90,2021-11-15 9:23,13.5,0,28.5,1.3,1019.5,1021.6,38.2,,7320
90,2021-11-15 9:24,13.5,0,10.8,1.2,1019.5,1021.6,39.6,,7380
90,2021-11-15 9:25,13.3,0,28.8,1.4,1019.5,1021.6,39.8,,7440
90,2021-11-15 9:26,13.4,0,31.3,1.5,1019.5,1021.6,40.3,,7500
90,2021-11-15 9:27,13.5,0,36.7,1.7,1019.5,1021.6,40.6,,7560
90,2021-11-15 9:28,13.6,0,42,1.4,1019.5,1021.6,39.2,,7620
90,2021-11-15 9:29,13.6,0,38.6,1.3,1019.5,1021.6,36.7,,7680
90,2021-11-15 9:30,13.7,0,32.9,1.2,1019.5,1021.6,37.2,,7740
90,2021-11-15 9:31,13.7,0,33.9,1.4,1019.6,1021.7,37,,7800
90,2021-11-15 9:32,13.6,0,44.3,1.2,1019.6,1021.7,37.5,,7860
90,2021-11-15 9:33,13.7,0,41.7,1.1,1019.6,1021.7,36.5,,7920
90,2021-11-15 9:34,13.7,0,37.6,1.4,1019.6,1021.7,36.6,,7980
90,2021-11-15 9:35,13.8,0,46.5,1.1,1019.6,1021.7,36.4,,8040
90,2021-11-15 9:36,13.9,0,37,1.4,1019.6,1021.7,35.3,,8100
90,2021-11-15 9:37,14,0,40,1.3,1019.6,1021.7,34.5,,8160
90,2021-11-15 9:38,14,0,40.6,1.1,1019.6,1021.7,34,,8220
90,2021-11-15 9:39,14,0,45.5,1.2,1019.6,1021.7,32.7,,8280
90,2021-11-15 9:40,14.1,0,34.6,1.4,1019.6,1021.7,33.7,,8340
90,2021-11-15 9:41,14.1,0,44,1.4,1019.6,1021.7,34.3,,8400
90,2021-11-15 9:42,14.1,0,34.8,1.2,1019.6,1021.7,33.8,,8460
90,2021-11-15 9:43,13.9,0,39.7,1,1019.6,1021.7,31.8,,8520
90,2021-11-15 9:44,13.7,0,25.5,0.9,1019.6,1021.7,32.4,,8580
90,2021-11-15 9:45,13.8,0,36.2,0.8,1019.6,1021.7,33.2,,8640
90,2021-11-15 9:46,14,0,27.7,0.8,1019.6,1021.7,34.9,,8700
90,2021-11-15 9:47,14.2,0,3.4,0.5,1019.6,1021.7,34.9,,8760
90,2021-11-15 9:48,14.2,0,71.7,0.3,1019.7,1021.8,33.5,,8820
90,2021-11-15 9:49,14.2,0,97.7,0.4,1019.6,1021.7,33.7,,8880
90,2021-11-15 9:50,14.2,0,303.4,0.6,1019.7,1021.8,33,,8940
90,2021-11-15 9:51,14.2,0,296,1,1019.7,1021.8,31,,9000
90,2021-11-15 9:52,14.1,0,2.3,0.8,1019.7,1021.8,31.3,,9060
90,2021-11-15 9:53,14.2,0,39.4,0.8,1019.7,1021.8,33.2,,9120
90,2021-11-15 9:54,14.2,0,283.4,1.3,1019.7,1021.8,30.2,,9180
90,2021-11-15 9:55,14.2,0,299.9,1,1019.7,1021.8,29.8,,9240
90,2021-11-15 9:56,14.3,0,308.3,0.7,1019.7,1021.8,29.5,,9300
90,2021-11-15 9:57,14.2,0,327.7,0.7,1019.7,1021.8,29.2,,9360
90,2021-11-15 9:58,14.2,0,351.2,0.8,1019.7,1021.8,29.6,,9420
90,2021-11-15 9:59,14.2,0,30.2,1,1019.7,1021.8,31.2,,9480
90,2021-11-15 10:00,14.3,0,22.3,1,1019.7,1021.8,32.9,,9540
90,2021-11-15 10:01,14.4,0,29.2,1.1,1019.7,1021.8,31,,9600
90,2021-11-15 10:02,14.4,0,327.4,1.6,1019.7,1021.8,27.8,,9660
90,2021-11-15 10:03,14.4,0,347.8,1.5,1019.7,1021.8,27.4,,9720
90,2021-11-15 10:04,14.4,0,359.8,1.9,1019.7,1021.8,27.4,,9780
90,2021-11-15 10:05,14.3,0,341.8,2.1,1019.7,1021.8,25.6,,9840
90,2021-11-15 10:06,14.3,0,354.6,1.8,1019.7,1021.8,25.8,,9900
90,2021-11-15 10:07,14.4,0,18.9,1.5,1019.7,1021.8,26.5,,9960
90,2021-11-15 10:08,14.6,0,29.1,1.7,1019.7,1021.8,27.8,,10020
90,2021-11-15 10:09,14.7,0,24.5,1.6,1019.7,1021.8,26.9,,10080
90,2021-11-15 10:10,14.7,0,15.5,1.7,1019.7,1021.8,26.9,,10140
90,2021-11-15 10:11,14.7,0,4.8,1.8,1019.7,1021.8,26.2,,10200
90,2021-11-15 10:12,14.5,0,2.9,2.2,1019.8,1021.9,25.3,,10260
90,2021-11-15 10:13,14.5,0,354.4,2,1019.8,1021.9,26,,10320
90,2021-11-15 10:14,14.5,0,359.9,1.5,1019.7,1021.8,25,,10380
90,2021-11-15 10:15,14.5,0,13.2,1.9,1019.7,1021.8,25.3,,10440
90,2021-11-15 10:16,14.5,0,17.1,2.1,1019.7,1021.8,25.6,,10500
90,2021-11-15 10:17,14.6,0,2.6,2,1019.7,1021.8,26.3,,10560
90,2021-11-15 10:18,14.6,0,14.5,2.4,1019.7,1021.8,25.9,,10620
90,2021-11-15 10:19,14.6,0,355.4,2.5,1019.7,1021.8,25.3,,10680
90,2021-11-15 10:20,14.4,0,350.9,2.4,1019.7,1021.8,25.4,,10740
90,2021-11-15 10:21,14.4,0,17.4,2.4,1019.7,1021.8,25.9,,10800
90,2021-11-15 10:22,14.4,0,24.9,3,1019.7,1021.8,27.1,,10860
90,2021-11-15 10:23,14.4,0,18.1,3.3,1019.7,1021.8,27,,10920
90,2021-11-15 10:24,14.4,0,36.1,2.9,1019.7,1021.8,26.6,,10980
90,2021-11-15 10:25,14.4,0,33.2,2.8,1019.7,1021.8,28,,11040
90,2021-11-15 10:26,14.5,0,26.9,2.4,1019.7,1021.8,28.7,,11100
90,2021-11-15 10:27,14.5,0,8,2.6,1019.7,1021.8,28.6,,11160
90,2021-11-15 10:28,14.5,0,31.4,2.3,1019.7,1021.8,29.4,,11220
90,2021-11-15 10:29,14.7,0,39.5,2.4,1019.7,1021.8,28.8,,11280
90,2021-11-15 10:30,14.8,0,31.2,2.7,1019.6,1021.7,28.7,,11340
90,2021-11-15 10:31,14.7,0,30.8,3.2,1019.6,1021.7,30.7,,11400
90,2021-11-15 10:32,14.6,0,35.1,3.5,1019.6,1021.7,30.8,,11460
90,2021-11-15 10:33,14.5,0,30.4,3.2,1019.6,1021.7,30.8,,11520
90,2021-11-15 10:34,14.6,0,36.4,2.8,1019.6,1021.7,31.4,,11580
90,2021-11-15 10:35,14.6,0,32.5,2.8,1019.6,1021.7,31.1,,11640
90,2021-11-15 10:36,14.6,0,31.8,2.8,1019.6,1021.7,30.8,,11700
90,2021-11-15 10:37,14.6,0,34.5,3,1019.6,1021.7,29.9,,11760
90,2021-11-15 10:38,14.5,0,32.6,3,1019.6,1021.7,29.5,,11820
90,2021-11-15 10:39,14.4,0,33.8,3.1,1019.6,1021.7,29.6,,11880
90,2021-11-15 10:40,14.4,0,37.8,3.1,1019.6,1021.7,30.9,,11940
90,2021-11-15 10:41,14.5,0,28.9,3.1,1019.6,1021.7,31.5,,12000
90,2021-11-15 10:42,14.5,0,36.2,3.4,1019.5,1021.6,31.4,,12060
90,2021-11-15 10:43,14.5,0,35.4,3.1,1019.5,1021.6,30.9,,12120
90,2021-11-15 10:44,14.6,0,27.8,3.1,1019.5,1021.6,30.5,,12180
90,2021-11-15 10:45,14.6,0,39.6,3,1019.5,1021.6,29.6,,12240
90,2021-11-15 10:46,14.6,0,12.8,2.6,1019.5,1021.6,30,,12300
90,2021-11-15 10:47,14.5,0,21.7,2.4,1019.5,1021.6,30.3,,12360
90,2021-11-15 10:48,14.6,0,34,2.3,1019.5,1021.6,31.4,,12420
90,2021-11-15 10:49,14.6,0,4.5,2.8,1019.5,1021.6,30.3,,12480
90,2021-11-15 10:50,14.5,0,20.9,2.4,1019.5,1021.6,29.6,,12540
90,2021-11-15 10:51,14.5,0,26.4,2.7,1019.5,1021.6,30.2,,12600
90,2021-11-15 10:52,14.6,0,33.6,2.4,1019.5,1021.6,30.8,,12660
90,2021-11-15 10:53,14.6,0,36.1,3,1019.5,1021.6,31.3,,12720
90,2021-11-15 10:54,14.7,0,32.6,3.2,1019.5,1021.6,30.8,,12780
90,2021-11-15 10:55,14.7,0,14.1,2.5,1019.5,1021.6,31.2,,12840
90,2021-11-15 10:56,14.7,0,26,2.6,1019.5,1021.6,31.6,,12900
90,2021-11-15 10:57,14.6,0,36,2.7,1019.5,1021.6,31.1,,12960
90,2021-11-15 10:58,14.6,0,36.3,2.9,1019.5,1021.6,31.6,,13020
90,2021-11-15 10:59,14.5,0,22.2,2.7,1019.5,1021.6,32,,13080
90,2021-11-15 11:00,14.6,0,31.1,2.7,1019.5,1021.6,31.4,,13140
90,2021-11-15 11:01,14.5,0,21.2,2.9,1019.5,1021.6,30,,13200
90,2021-11-15 11:02,14.4,0,26.8,2.8,1019.5,1021.6,29.8,,13260
90,2021-11-15 11:03,14.5,0,34.9,3,1019.5,1021.6,31.9,,13320
90,2021-11-15 11:04,14.4,0,29.1,2.8,1019.4,1021.5,34.1,,13380
90,2021-11-15 11:05,14.5,0,33.7,2.9,1019.5,1021.6,35,,13440
90,2021-11-15 11:06,14.5,0,36.2,3.5,1019.5,1021.6,34.7,,13500
90,2021-11-15 11:07,14.5,0,41.1,3.4,1019.5,1021.6,33.4,,13560
90,2021-11-15 11:08,14.6,0,44.1,3.9,1019.4,1021.5,32.4,,13620
90,2021-11-15 11:09,14.5,0,38.1,3.5,1019.4,1021.5,31.3,,13680
90,2021-11-15 11:10,14.5,0,34.6,3.3,1019.4,1021.5,32.7,,13740
90,2021-11-15 11:11,14.5,0,41.5,3.3,1019.4,1021.5,34.4,,13800
90,2021-11-15 11:12,14.5,0,31.8,3.3,1019.4,1021.5,32.5,,13860
90,2021-11-15 11:13,14.5,0,38.5,3.6,1019.4,1021.5,31.4,,13920
90,2021-11-15 11:14,14.4,0,35.9,3.3,1019.4,1021.5,32.7,,13980
90,2021-11-15 11:15,14.4,0,34.5,3.5,1019.4,1021.5,32.9,,14040
90,2021-11-15 11:16,14.3,0,33.4,4.2,1019.4,1021.5,30.4,,14100
90,2021-11-15 11:17,14.2,0,34.1,3.8,1019.4,1021.5,29.6,,14160
90,2021-11-15 11:18,14.2,0,35.6,3.1,1019.4,1021.5,30,,14220
90,2021-11-15 11:19,14.2,0,34.9,2.5,1019.4,1021.5,31.6,,14280
90,2021-11-15 11:20,14.3,0,29.8,3.1,1019.4,1021.5,33.4,,14340
90,2021-11-15 11:21,14.4,0,40.9,3.8,1019.4,1021.5,33.1,,14400
90,2021-11-15 11:22,14.3,0,32.8,3.5,1019.3,1021.4,33.9,,14460
90,2021-11-15 11:23,14.3,0,33.6,3.2,1019.3,1021.4,32.9,,14520
90,2021-11-15 11:24,14.3,0,30.1,3.4,1019.3,1021.4,33.1,,14580
90,2021-11-15 11:25,14.3,0,33.2,3.9,1019.4,1021.5,32.6,,14640
90,2021-11-15 11:26,14.2,0,34.7,3.5,1019.4,1021.5,31.1,,14700
90,2021-11-15 11:27,14.3,0,32,3,1019.4,1021.5,31.3,,14760
90,2021-11-15 11:28,14.4,0,34.6,3.4,1019.3,1021.4,31,,14820
90,2021-11-15 11:29,14.4,0,38.8,2.9,1019.3,1021.4,30.7,,14880
90,2021-11-15 11:30,14.5,0,16.2,2.7,1019.3,1021.4,31.2,,14940
90,2021-11-15 11:31,14.3,0,22,2.3,1019.3,1021.4,29.5,,15000
90,2021-11-15 11:32,14.2,0,32.1,2.6,1019.3,1021.4,32.1,,15060
90,2021-11-15 11:33,14.3,0,26.8,2.5,1019.3,1021.4,33.1,,15120
90,2021-11-15 11:34,14.4,0,28.2,2.6,1019.3,1021.4,32.1,,15180
90,2021-11-15 11:35,14.4,0,34.1,2.5,1019.3,1021.4,32.3,,15240
90,2021-11-15 11:36,14.5,0,24.5,2.2,1019.3,1021.4,32,,15300
90,2021-11-15 11:37,14.4,0,17,2.1,1019.3,1021.4,31,,15360
90,2021-11-15 11:38,14.3,0,23.6,2.4,1019.3,1021.4,30.3,,15420
90,2021-11-15 11:39,14.3,0,22.1,2.1,1019.3,1021.4,31.6,,15480
90,2021-11-15 11:40,14.4,0,24.9,2.1,1019.3,1021.4,31.2,,15540
90,2021-11-15 11:41,14.4,0,24.2,2.9,1019.2,1021.3,31.7,,15600
90,2021-11-15 11:42,14.3,0,31,3.7,1019.2,1021.3,31.7,,15660
90,2021-11-15 11:43,14.3,0,39.3,3.6,1019.2,1021.3,31,,15720
90,2021-11-15 11:44,14.3,0,33,3,1019.2,1021.3,29.9,,15780
90,2021-11-15 11:45,14.3,0,42.2,3,1019.1,1021.2,30.2,,15840
